word,answer
tight (adjective),"taɪt
Clothes or shoes that are tight fit the body too closely and are uncomfortable."
tiny (adjective),"ˈtaɪ.ni
extremely small."
tip (noun),"tɪp
a useful piece of information, especially about how to do something or about the likely winner of a race or competition."
title (noun),"ˈtaɪ.təl
the name of a film, book, painting, piece of music, etc.."
tongue (noun),"tʌŋ
the large, soft piece of flesh in the mouth that you can move, and is used for tasting, speaking, etc.."
top (adjective),"tɒp
(in the position of being) most important or successful; best."
top (adjective),"tɒp
at the highest part of something."
topic (noun),"ˈtɒp.ɪk
a subject that is discussed, written about, or studied."
total (noun),"ˈtəʊ.təl
the amount you get when several smaller amounts are added together."
total (adjective),"ˈtəʊ.təl
including everything."
totally (adverb),"ˈtəʊ.təl.i
completely."
touch (verb),"tʌtʃ
to put your hand or another part of your body lightly onto and off something or someone."
tour (verb),"tʊər
to go on a tour somewhere."
tourism (noun),"ˈtʊə.rɪ.zəm
the business of providing services such as transport, places to stay, or entertainment for people who are on holiday."
tournament (noun),"ˈtʊə.nə.mənt
a competition for teams or single players in which a series of games is played, and the winners of each game play against each other until only one winner is left."
towards (preposition),"təˈwɔːdz
in the direction of, or closer to someone or something."
tower (noun),"taʊər
a tall, narrow structure, often square or circular, that either forms part of a building or stands alone."
trade (noun),"treɪd
the activity of buying and selling, or exchanging, goods and/or services between people or countries."
traditional (adjective),"trəˈdɪʃ.ən.əl
following or belonging to the customs or ways of behaving that have continued in a group of people or society for a long time without changing."
train (verb),"treɪn
to prepare someone or yourself for a job, activity, or sport, by learning skills and/or by mental or physical exercise."
trainer (noun),"ˈtreɪ.nər
a person who teaches skills to people or animals and prepares them for a job, activity, or sport."
training (noun),"ˈtreɪ.nɪŋ
the process of learning the skills you need to do a particular job or activity."
transfer (verb),"trænsˈfɜːr
to move someone or something from one place, vehicle, person, or group to another."
translate (verb),"trænzˈleɪt
to change words into a different language."
translation (noun),"trænzˈleɪ.ʃən
something that is translated, or the process of translating something, from one language to another."
travel (noun),"ˈtræv.əl
the activity of travelling."
traveller (noun),"ˈtræv.əl.ər
someone who travels."
trend (noun),"trend
a general development or change in a situation or in the way that people are behaving."
trick (noun),"trɪk
an action that is intended to deceive, either as a way of cheating someone, or as a joke or form of entertainment."
trouble (noun),"ˈtrʌb.əl
problems or difficulties."
truck (noun),"trʌk
a large road vehicle that is used for transporting large amounts of goods."
trust (verb),"trʌst
to believe that someone is good and honest and will not harm you, or that something is safe and reliable."
tunnel (noun),"ˈtʌn.əl
a long passage under or through the ground, especially one made by people."
turn (noun),"tɜːn
an opportunity or a duty to do something at a particular time or in a particular order, before or after other people."
twin (noun),"twɪn
either of two children born to the same mother on the same occasion."
type (verb),"taɪp
to write using a machine, either a computer keyboard or a typewriter."
typical (adjective),"ˈtɪp.ɪ.kəl
showing all the characteristics that you would usually expect from a particular group of things."
ugly (adjective),"ˈʌɡ.li
unpleasant to look at; not attractive."
unable (adjective),"ʌnˈeɪ.bəl
to not be able to do something."
uncomfortable (adjective),"ʌnˈkʌmf.tə.bəl
not feeling comfortable and pleasant, or not making you feel comfortable and pleasant."
underwear (noun),"ˈʌn.də.weər
clothes worn next to the skin, under other clothes."
unemployed (adjective),"ˌʌn.ɪmˈplɔɪd
not having a job that provides money."
unemployment (noun),"ˌʌn.ɪmˈplɔɪ.mənt
the number of people who do not have a job that provides money."
unexpected (adjective),"ˌʌn.ɪkˈspek.tɪd
not expected."
unfair (adjective),"ʌnˈfeər
not treating people in an equal way, or not morally right."
unit (noun),"ˈjuː.nɪt
a single thing or a separate part of something larger."
universe (noun),"ˈjuː.nɪ.vɜːs
everything that exists, especially all physical matter, including all the stars, planets, galaxies, etc. in space."
unknown (adjective),"ʌnˈnəʊn
not known or familiar."
unless (conjunction),"ənˈles
except if."
unlikely (adjective),"ʌnˈlaɪ.kli
not probable or likely to happen."
unnecessary (adjective),"ʌnˈnes.ə.ser.i
not needed or wanted, or more than is needed or wanted."
unpleasant (adjective),"ʌnˈplez.ənt
not enjoyable or pleasant."
upper (adjective),"ˈʌp.ər
at a higher position or level than something else, or being the top part of something."
urgent (adjective),"ˈɜː.dʒənt
very important and needing attention immediately."
use (noun),"juːs
a purpose for which something is used."
used (adjective),"juːst
to be familiar with something or someone."
used (verb),"juːst
shows that a particular thing always happened or was true in the past, especially if it no longer happens or is no longer true."
used to (adjective),"juːst
to be familiar with something or someone."
used to (verb),"juːst
shows that a particular thing always happened or was true in the past, especially if it no longer happens or is no longer true."
useless (adjective),"ˈjuːs.ləs
of no use; not working or not achieving what is needed."
user (noun),"ˈjuː.zər
someone who uses a product, machine, or service."
valley (noun),"ˈvæl.i
an area of low land between hills or mountains, often with a river running through it."
valuable (adjective),"ˈvæl.jə.bəl
worth a lot of money."
value (noun),"ˈvæl.juː
the amount of money that can be received for something."
van (noun),"væn
a medium-sized road vehicle, used especially for carrying goods, that often has no windows in the sides at the back."
variety (noun),"vəˈraɪ.ə.ti
the characteristic of often changing and being different."
vehicle (noun),"ˈvɪə.kəl
a machine, usually with wheels and an engine, used for transporting people or goods, especially on land."
via (preposition),"ˈvaɪə
going through or stopping at a place on the way to another place."
view (noun),"vjuː
an opinion, belief, or idea, or a way of thinking about something."
visa (noun),"ˈviː.zə
an official mark, usually made in a passport, that allows you to enter or leave a particular country."
visit (noun),"ˈvɪz.ɪt
an occasion when you visit a place or person."
voice (noun),"vɔɪs
the sounds that are made when people speak or sing."
vote (verb),"vəʊt
to express your choice or opinion, especially by officially writing a mark on a paper or by raising your hand or speaking in a meeting."
vote (noun),"vəʊt
the act of showing your choice or opinion in an election or meeting by writing an X on an official piece of paper or putting your hand up."
wage (noun),"weɪdʒ
a particular amount of money that is paid, usually every week, to an employee, especially one who does work that needs physical skills or strength, rather than a job needing a college education."
warn (verb),"wɔːn
to make someone realize a possible danger or problem, especially one in the future."
warning (noun),"ˈwɔː.nɪŋ
something that makes you understand there is a possible danger or problem, especially one in the future."
waste (verb),"weɪst
to use too much of something or use something badly when there is a limited amount of it."
waste (noun),"weɪst
an unnecessary or wrong use of money, substances, time, energy, abilities, etc.."
wave (verb),"weɪv
to raise your hand and move it from side to side as a way of greeting someone, telling someone to do something, or adding emphasis to an expression."
wave (noun),"weɪv
a raised line of water that moves across the surface of an area of water, especially the sea."
weak (adjective),"wiːk
not physically strong."
web (noun),"web
a net used to catch insects, made by a spider from the sticky thread that its body produces."
wedding (noun),"ˈwed.ɪŋ
a marriage ceremony and any celebrations such as a meal or a party that follow it."
weigh (verb),"weɪ
to have a heaviness of a stated amount, or to measure the heaviness of an object."
weight (noun),"weɪt
the amount that something or someone weighs."
welcome (adjective),"ˈwel.kəm
If someone is welcome, you are pleased when they visit you."
welcome (noun),"ˈwel.kəm
the way in which someone is met and spoken to when they arrive in a place."
western (adjective),"ˈwes.tən
in or from the west of a place."
what (pronoun),"wɒt
the thing(s) that; that which."
what (predeterminer),"wɒt
used to introduce your opinion."
whenever (adverb),"wenˈev.ər
every or any time."
wherever (adverb),"weəˈrev.ər
to or in any or every place."
whether (conjunction),"ˈweð.ər
(used especially in reporting questions and expressing doubts) if, or not."
while (noun),"waɪl
a length of time."
whilst (noun),"waɪl
a length of time."
whose (determiner),"huːz
used for adding information about a person or thing just mentioned."
whose (pronoun),"huːz
used especially in questions when asking about which person owns or is responsible for something."
wildlife (noun),"ˈwaɪld.laɪf
animals and plants that grow independently of people, usually in natural conditions."
willing (adjective),"ˈwɪl.ɪŋ
to be happy to do something if it is needed."
wing (noun),"wɪŋ
the flat part of the body that a bird, insect, or bat uses for flying, or one of the flat, horizontal structures that stick out from the side of an aircraft and support it when it is flying."
wish (verb),"wɪʃ
used with the past simple to express that you feel sorry or sad about a state or situation that exists at the moment."
within (preposition),"wɪˈðɪn
inside or not further than an area or period of time."
wonder (verb),"ˈwʌn.dər
to ask yourself questions or express a wish to know about something."
work (verb),"wɜːk
to be effective or successful."
working (adjective),"ˈwɜː.kɪŋ
relating to work."
workout (noun),"ˈwɜː.kaʊt
a period of physical exercise."
worry (noun),"ˈwʌr.i
a problem that makes you feel unhappy and frightened."
worse (adverb),"wɜːs
comparative of 
badly ."
worst (noun),"wɜːst
the most unpleasant or difficult thing, person, or situation."
worth (adjective),"wɜːθ
having a particular value, especially in money."
would (modal verb),"wʊd
used to refer to future time from the point of view of the past."
wrap (verb),"ræp
to cover or surround something with paper, cloth, or other material."
writer (noun),"ˈraɪ.tər
a person who writes books or articles to be published."
writing (noun),"ˈraɪ.tɪŋ
a person's style of writing with a pen on paper that can be recognized as their own."
written (adjective),"ˈrɪt.ən
expressed in writing, or involving writing."
yard (noun),"jɑːd
a unit of measurement equal to three feet or approximately 91.4 centimetres."
yet (adverb),"jet
(and) despite that; used to add something that seems surprising because of what you have just said."
zone (noun),"zəʊn
an area, especially one that is different from the areas around it because it has different characteristics or is used for different purposes."
