word,answer
retail (verb),"ˈriː.teɪl
to sell goods to the public in shops, on the internet, etc.."
return (adjective),"rɪˈtɜːn
The return part of a journey is the part in which you go back to the place where you started."
reveal (noun ),"rɪˈviːl
an occasion at the end of a television programme, etc. when something that has been hidden or kept secret until then is shown to the audience."
revenge (verb),"rɪˈvendʒ
to harm someone as a punishment for harm that they have done to you."
reverse (adjective),"rɪˈvɜːs
opposite to what has just happened, or to what is usual or expected."
revision (noun),"rɪˈvɪʒ.ən
a change that is made to something, or the process of doing this."
revolutionary (noun),"ˌrev.əˈluː.ʃən.ər.i
someone who tries to cause or take part in a revolution."
rhetoric (noun),"ˈret.ər.ɪk
speech or writing intended to be effective and influence people."
rice (verb),"raɪs
to separate food, especially cooked potatoes, into very small pieces that look like rice by forcing it through small holes in a special tool."
rid (adjective),"rɪd
to not now have an unwanted or unpleasant task, object, or person."
rifle (verb),"ˈraɪ.fəl
to search quickly through something, often in order to steal something."
rifle (noun),"ˈraɪ.fəl
a type of gun with a long barrel (= part shaped like a tube), fired from the shoulder and designed to be accurate at long distances."
right (verb),"raɪt
If you right a situation or a mistake, you make it better or correct it."
rip (noun),"rɪp
a tear in a piece of cloth or paper."
robust (adjective),"rəʊˈbʌst
(of a person or animal) strong and healthy, or (of an object or system) strong and unlikely to break or fail."
rocket (verb),"ˈrɒk.ɪt
to rise extremely quickly or make extremely quick progress towards success."
rod (noun),"rɒd
a long, thin pole made of wood or metal."
romance (verb),"rəʊˈmæns
to tell stories that are not true, or to describe an event in a way that makes it sound better than it was."
romantic (noun),"rəʊˈmæn.tɪk
someone who is not practical and has ideas that are not related to real life."
roof (verb),"ruːf
to put a roof on a building."
room (verb),"ruːm
to rent a room from someone, or share a rented room with someone."
root (verb),"ruːt
to look for something by turning things over."
rope (verb),"rəʊp
to tie things together with rope."
rose (adjective),"rəʊz
having a pink colour."
rose (verb),"rəʊz
past simple of
rise ."
rotate (verb),"rəʊˈteɪt
to turn or cause something to turn in a circle, especially around a fixed point."
rotation (noun),"rəʊˈteɪ.ʃən
movement in a circle around a fixed point."
rough (adverb),"rʌf
forcefully or violently."
rough (verb),"rʌf
to live temporarily in basic and uncomfortable conditions."
rough (noun),"rʌf
a first quick drawing of something."
round (verb),"raʊnd
to go around something."
route (verb),"ruːt
to send something somewhere using a particular way or direction."
routine (adjective),"ruːˈtiːn
done as part of what usually happens, and not for any special reason."
royal (noun),"ˈrɔɪ.əl
a member of the royal family."
rub (noun),"rʌb
the act of rubbing something."
rubbish (adjective),"ˈrʌb.ɪʃ
completely without skill at a particular activity."
rubbish (exclamation),"ˈrʌb.ɪʃ
used for saying that you do not agree with what someone has said."
rubbish (verb),"ˈrʌb.ɪʃ
to criticize something."
ruin (noun),"ˈruː.ɪn
the process or state of being spoiled or destroyed."
ruling (adjective),"ˈruː.lɪŋ
being in control of a country, society, etc.; making the decisions about how a country, society, etc. is run."
safe (noun),"seɪf
a strong box or cupboard with special locks where valuable things, especially money or jewels (= precious stones), are kept."
salt (adjective),"sɒlt
containing or preserved in salt."
salt (verb),"sɒlt
to add salt to or put salt on something."
sample (verb),"ˈsɑːm.pəl
to taste a small amount of food or drink to decide if you like it."
sanction (verb),"ˈsæŋk.ʃən
to formally give permission for something."
sanction (noun),"ˈsæŋk.ʃən
an official order, such as the stopping of trade, that is taken against a country in order to make it obey international law."
sand (verb),"sænd
to make something smooth by rubbing it with something rough, especially sandpaper (= strong paper with sand attached to it)."
save (noun),"seɪv
in football or similar games, when a player stops the ball from going into the goal when it is hit or kicked by a player from the other team."
save (preposition),"seɪv
but or except for."
say (exclamation),"seɪ
used to express surprise or pleasure, or to attract attention to what you are about to say."
say (noun),"seɪ
(the right to give) an opinion about something."
scale (verb),"skeɪl
to climb up a steep surface, such as a wall or the side of a mountain, often using special equipment."
scan (noun),"skæn
a careful or quick look through something."
scare (noun),"skeər
a sudden feeling of fear or worry."
scheme (noun),"skiːm
an organized plan for doing something, especially something dishonest or illegal that will bring a good result for you."
scheme (verb),"skiːm
to make clever, secret plans that often deceive others."
scholarship (noun),"ˈskɒl.ə.ʃɪp
serious, detailed study."
school (verb),"skuːl
to train a person or animal to do something."
scope (verb),"skəʊp
to watch or examine something carefully."
scratch (adjective),"skrætʃ
a group of people brought together in a hurry in order to play together on a particular occasion."
screen (verb),"skriːn
to test or examine someone or something to discover if there is anything wrong with him, her, or it."
screening (noun),"ˈskriː.nɪŋ
a showing of a film."
screw (noun),"skruː
a thin, pointed piece of metal with a raised edge twisting round along its length and a flat top with a cut in it, used to join things together, especially pieces of wood."
screw (verb),"skruː
to fasten something using a screw."
script (verb),"skrɪpt
to write the words of a film, play, broadcast, or speech."
season (verb),"ˈsiː.zən
to improve the flavour of savoury food by adding salt, herbs, or spices when cooking or preparing it."
seat (verb),"siːt
to arrange for someone to have a particular seat."
second (verb),"ˈsek.ənd
to make a formal statement of support for a suggestion made by someone else during a meeting so that there can be a discussion or vote."
secondary (adjective),"ˈsek.ən.dri
less important than related things."
section (verb),"ˈsek.ʃən
to officially force someone who has mental health problems to stay in a hospital and receive treatment because they might harm themselves or other people."
secular (adjective),"ˈsek.jə.lər
not having any connection with religion."
secure (verb),"sɪˈkjʊər
to get something, sometimes with difficulty."
see (noun),"siː
a place where there is a cathedral and where a bishop or archbishop has authority."
seed (verb),"siːd
to produce seeds."
seeker (noun),"ˈsiː.kər
a person who is looking for the thing mentioned."
segment (verb),"seɡˈment
to divide something into different parts."
segment (noun),"ˈseɡ.mənt
one of the smaller groups or amounts that a larger group or amount can be divided into."
select (adjective),"sɪˈlekt
of only the best type or highest quality, and usually small in size or amount."
senator (noun),"ˈsen.ə.tər
a politician who has been elected to a Senate."
senior (noun),"ˈsiː.ni.ər
someone who is high or higher in rank."
sequence (verb),"ˈsiː.kwəns
to combine things in a particular order, or discover the order in which they are combined."
serve (noun),"sɜːv
in sports such as tennis, the act of hitting the ball to the other player to start play."
service (verb),"ˈsɜː.vɪs
to examine a machine and repair any damaged parts."
session (noun),"ˈseʃ.ən
a formal meeting or series of meetings of an organization such as a parliament or a court of law."
settler (noun),"ˈset.lər
a person who arrives, especially from another country, in a new place in order to live there and use the land."
several (adjective),"ˈsev.ər.əl
separate or different."
sex (verb),"seks
to discover if an animal is male or female."
sexuality (noun),"ˌsek.ʃuˈæl.ə.ti
someone's ability to experience or show sexual feelings."
shade (verb),"ʃeɪd
to prevent direct light from shining on something."
shadow (verb),"ˈʃæd.əʊ
to follow closely."
shadow (adjective),"ˈʃæd.əʊ
used in the title of important politicians in the main opposition party (= the party not in government)."
shake (noun),"ʃeɪk
an act of shaking something."
shallow (noun),"ˈʃæl.əʊ
the shallow part of an area of water."
shame (exclamation),"ʃeɪm
used to express disapproval of something that a public speaker is saying."
shame (verb),"ʃeɪm
to make someone feel ashamed, or to make someone or something lose honour and respect."
shaped (adjective),"ʃeɪpt
having a particular shape."
shareholder (noun),"ˈʃeəˌhəʊl.dər
a person who owns shares in a company and therefore gets part of the company's profits and the right to vote on how the company is controlled."
sharp (noun),"ʃɑːp
(a symbol for) a note that is a semitone higher than the stated note."
sharp (adjective),"ʃɑːp
higher than the correct or stated musical note."
shatter (verb),"ˈʃæt.ər
to (cause something to) break suddenly into very small pieces."
she (noun),"ʃiː
a female."
shed (verb),"ʃed
(often used in newspapers) to get rid of something you do not need or want."
sheer (verb),"ʃɪər
to change direction suddenly."
sheet (verb),"ʃiːt
to rain very hard."
shell (verb),"ʃel
to remove peas, nuts, etc. from their shells or their natural covering."
shine (noun),"ʃaɪn
the fact that something is bright from reflected light on its surface."
ship (verb),"ʃɪp
to send something, usually a large object or a large quantity of objects or people, to a place far away."
shipping (noun),"ˈʃɪp.ɪŋ
ships considered as a group."
shoe (verb),"ʃuː
If you shoe a horse, you nail a horseshoe (= a curved piece of metal) to one or each of its feet.."
shoot (exclamation),"ʃuːt
used to tell someone that they should speak."
shoot (noun),"ʃuːt
the first part of a plant to appear above the ground as it develops from a seed, or any new growth on an already existing plant."
shooting (adjective),"ˈʃuː.tɪŋ
(of prices) rising very quickly to a high level."
short (verb),"ʃɔːt
informal for
short-circuit to have or cause a bad electrical connection that makes the current flow in the wrong direction, which often has the effect of stopping the power supply."
short (adverb),"ʃɔːt
before the arranged or expected time or place."
short (noun),"ʃɔːt
a drink of spirits (= type of strong alcohol) without water or any other liquid added."
shot (verb),"ʃɒt
past simple and past participle of shoot."
shot (adjective),"ʃɒt
(of silk) having small threads of a colour in it, so that the main colour appears to change depending on the angle at which the cloth is seen."
shoulder (verb),"ˈʃəʊl.dər
to accept that you are responsible for something bad or difficult."
shower (verb),"ʃaʊər
to fall down or come out in a shower, or to make something do this."
shrink (noun),"ʃrɪŋk
a 
psychiatrist ."
shrug (noun),"ʃrʌɡ
the action of raising and lowering your shoulders to express something."
shy (verb),"ʃaɪ
(of a horse) to suddenly move sideways or backwards, especially because of fear."
sick (noun),"sɪk
people who are ill."
side (adjective),"saɪd
not in or at the centre or main part of something."
sight (verb),"saɪt
to suddenly see something or someone."
signal (adjective),"ˈsɪɡ.nəl
noticeable and unusual."
signature (adjective),"ˈsɪɡ.nə.tʃər
used to refer to the special thing for which a person or place is particularly known."
silence (verb),"ˈsaɪ.ləns
to make someone or something be quiet."
silent (noun),"ˈsaɪ.lənt
a setting on an electronic device that stops it from making a noise when it receives a message."
silver (verb),"ˈsɪl.vər
to cover something, especially glass, with a thin layer of silver-coloured material in order to make a mirror."
simulate (verb),"ˈsɪm.jə.leɪt
to do or make something that looks real but is not real."
sin (verb),"sɪn
to break a religious or moral law."
single (noun),"ˈsɪŋ.ɡəl
a record or CD that has a main song and usually a small number of other songs on it."
single (verb),"ˈsɪŋ.ɡəl
A baseball player singles by hitting a ball that allows him to reach first base.."
sister (adjective),"ˈsɪs.tər
belonging to a pair or group of similar and related things, such as businesses, usually owned or operated by the same person or organization."
site (verb),"saɪt
to exist or be built in a particular place."
six (noun),"sɪks
in cricket, six runs (= points) scored when the player hits the ball to the edge of the playing area without it touching the ground first."
size (verb),"saɪz
to cover or treat cloth, paper, etc. with size."
sketch (verb),"sketʃ
to make a sketch of something."
skilled (noun),"skɪld
people who have been trained for a job."
skin (verb),"skɪn
to remove the skin of something."
skip (verb),"skɪp
to move lightly and quickly, making a small jump after each step."
skip (noun),"skɪp
a large metal container into which people put unwanted objects or building or garden waste, and which is brought to and taken away from a place by a special truck when people ask for it."
skirt (verb),"skɜːt
to go around the edge of something."
slam (noun),"slæm
a sudden loud noise."
slap (adverb),"slæp
directly or right."
slash (verb),"slæʃ
to cut with a sharp blade using a quick, strong movement."
slave (verb),"sleɪv
to work very hard at something."
slide (noun),"slaɪd
a sudden movement of a large mass of mud (= wet earth) or rock down a hill."
slight (verb),"slaɪt
to insult someone by ignoring them or treating them as if they are not important."
slight (noun),"slaɪt
an action that insults a person because someone fails to pay attention to them or to treat them with the respect that they deserve."
slip (noun),"slɪp
a small piece of paper."
slope (verb),"sləʊp
to be at an angle to the horizontal."
slot (verb),"slɒt
to put something into a slot or fit together using slots."
slow (adverb),"sləʊ
at a slow speed."
small (adverb),"smɔːl
in a small size."
small (noun),"smɔːl
the middle of the lower back."
smart (adverb),"smɑːt
in a clever and effective way."
smart (verb),"smɑːt
to hurt with a sharp pain."
smash (noun),"smæʃ
the sound of something being smashed."
smooth (verb),"smuːð
to move your hands across something in order to make it flat."
snake (verb),"sneɪk
to move along a route that includes a lot of twists or bends."
snap (noun),"snæp
a sudden loud sound like something breaking or closing."
snap (exclamation),"snæp
""Snap!"" is what you say in the game of snap when two cards of the same value have been played.."
snap (adjective),"snæp
done suddenly without allowing time for careful thought or preparation."
so (adjective),"səʊ
perfectly tidy and well arranged."
so (noun),"səʊ
the musical note 
soh ."
soak (noun),"səʊk
a period of time during which something is in liquid."
soap (verb),"səʊp
to put soap on something."
social (noun),"ˈsəʊ.ʃəl
an occasion when the members of a group or organization meet informally to enjoy themselves."
socialist (adjective),"ˈsəʊ.ʃəl.ɪst
supporting or relating to socialism."
socialist (noun),"ˈsəʊ.ʃəl.ɪst
a supporter of socialism or member of a socialist political party."
sock (verb),"sɒk
to hit someone with your fist (= closed hand)."
soil (verb),"sɔɪl
to make something dirty, especially with solid waste."
sole (verb),"səʊl
to put a new sole on a shoe."
sole (noun),"səʊl
the bottom part of the foot that touches the ground when you stand or walk, or the bottom part of a shoe that touches the ground, usually not including the heel."
solid (noun),"ˈsɒl.ɪd
an object that has a height, width, and length, and is not flat."
some (adverb),"sʌm
used before a number to mean approximately; about."
sometime (adverb),"ˈsʌm.taɪm
at a time in the future or the past that is not known or not stated."
sometime (adjective),"ˈsʌm.taɪm
(especially of a job or position) in the past but not any longer."
sorry (exclamation),"ˈsɒr.i
used when apologizing for something."
sound (adjective),"saʊnd
not broken or damaged; healthy; in good condition."
sound (adverb),"saʊnd
deeply."
source (verb),"sɔːs
to get something from a particular place."
sovereignty (noun),"ˈsɒv.rɪn.ti
the power of a country to control its own government."
space (verb),"speɪs
to arrange things or people so that there is some distance or time between them."
spam (verb),"spæm
to send someone an advertisement by email that they do not want."
span (noun),"spæn
the period of time that something exists or happens."
span (verb),"spæn
past simple of
spin ."
span (adjective),"spæn
→ 
spick and span informal ."
spare (verb),"speər
to not hurt or destroy something or someone."
spare (noun),"speər
an extra thing that is not being used and can be used instead of a part that is broken, lost, etc.."
special (noun),"ˈspeʃ.əl
a television programme that is made for a particular reason or occasion and is not part of a series."
specialist (adjective),"ˈspeʃ.əl.ɪst
having or involving detailed knowledge of a subject."
specialized (adjective),"ˈspeʃ.əl.aɪzd
working in and knowing a lot about one particular subject, skill, service, etc. ."
specimen (adjective),"ˈspes.ə.mɪn
used to refer to something that is an example of a particular thing ."
spectacle (noun),"ˈspek.tə.kəl
an unusual or unexpected event or situation that attracts attention, interest, or disapproval."
spectacle (adjective),"ˈspek.tə.kəl
relating to spectacles (= glasses)."
spectacular (noun),"spekˈtæk.jə.lər
an event or performance that is very exciting to watch and involves a lot of people."
speed (verb),"spiːd
to (cause to) move, go, or happen fast."
spell (noun),"spel
a period of time for which an activity or condition lasts continuously."
spend (noun),"spend
the amount of money that is spent on something."
sphere (noun),"sfɪər
an object shaped like a round ball."
spill (noun),"spɪl
an amount of something that has come out of a container."
spin (noun),"spɪn
the movement of something turning round very quickly."
spirit (verb),"ˈspɪr.ɪt
to move someone or something out of or away from a place secretly."
spiritual (noun),"ˈspɪr.ɪ.tʃu.əl
a type of religious song, originally developed by African Americans in the US."
spite (verb),"spaɪt
to intentionally annoy, upset, or hurt someone."
split (noun),"splɪt
a long, thin hole in something where it has broken apart."
spoil (noun),"spɔɪl
earth, stones, etc. dug out from a hole in the ground."
spoken (verb),"ˈspəʊ.kən
past participle of speak."
spokeswoman (noun),"ˈspəʊksˌwʊm.ən
a woman who is chosen to speak officially for a group or organization."
spoon (verb),"spuːn
to move something, especially food, using a spoon."
sport (verb),"spɔːt
to wear or be decorated with something."
sporting (adjective),"ˈspɔː.tɪŋ
relating to sports."
spotlight (verb),"ˈspɒt.laɪt
to light something or someone with a spotlight."
spread (verb),"spred
to cover or reach a wider or increasing area, or to make something do this."
spring (adjective),"sprɪŋ
(of furniture) using springs (= curved pieces of metal) to give support."
square (verb),"skweər
to multiply a number by itself."
squeeze (noun),"skwiːz
the act of pressing something firmly."
stab (noun),"stæb
the act of pushing a knife into someone, or an injury caused by stabbing."
stabilize (verb),"ˈsteɪ.bəl.aɪz
If something stabilizes, it becomes fixed or stops changing."
stable (verb),"ˈsteɪ.bəl
to keep a horse in a stable."
staff (verb),"stɑːf
to be or provide the people who work for an organization."
stake (verb),"steɪk
to risk an amount of money."
stake (noun),"steɪk
a share or a financial involvement in something such as a business."
stall (verb),"stɔːl
If an engine stalls, or if you stall it, it stops working suddenly and without you intending it to happen."
stand (noun),"stænd
a large structure at a sports ground, usually with a sloping floor and sometimes a roof, where people either stand or sit to watch a sports event."
standing (noun),"ˈstæn.dɪŋ
reputation, rank, or position in an area of activity, system, or organization."
standing (adjective),"ˈstæn.dɪŋ
permanent, rather than formed or created when necessary."
stare (noun),"steər
a long look at something or someone with your eyes wide open."
stark (adjective),"stɑːk
empty, simple, or obvious, especially without decoration or anything that is not necessary."
stark (adverb),"stɑːk
completely or extremely."
statement (adjective),"ˈsteɪt.mənt
used to refer to a piece of clothing, jewellery, etc. that is designed to be very noticeable and stylish."
statement (verb),"ˈsteɪt.mənt
to officially give a child with a particular disability or problem a statement of educational needs."
station (verb),"ˈsteɪ.ʃən
to cause especially soldiers to be in a particular place to do a job."
steady (adverb),"ˈsted.i
to have a romantic relationship with one person for a long period."
steady (verb),"ˈsted.i
to make something stop shaking or moving."
steal (noun),"stiːl
a product that has a very low price, or a price that is much lower than the original cost."
steam (verb),"stiːm
to move by steam power."
steel (verb),"stiːl
to force yourself to get ready to do something unpleasant or difficult."
steep (verb),"stiːp
to cause to stay in a liquid, especially in order to become soft or clean, or to improve flavour."
steer (noun),"stɪər
a young male of the cattle family that has had its sex organs removed, usually kept for meat."
stem (noun),"stem
a central part of something from which other parts can develop or grow, or which forms a support."
stem (verb),"stem
to stop something unwanted from spreading or increasing."
stereotype (verb),"ˈster.i.ə.taɪp
to have a set idea about what a particular type of person is like, especially an idea that is wrong."
stiff (noun),"stɪf
a person of the type described."
stiff (verb),"stɪf
to not pay someone money that you owe them ."
still (noun),"stɪl
a photograph of a piece of action in a film."
still (verb),"stɪl
to make something stop moving or become more calm."
stir (noun),"stɜːr
the act of stirring a liquid or other substance in order to mix it."
stock (adjective),"stɒk
(of an idea, expression, or action) usual or typical, and used or done so many times that it is no longer original."
stomach (verb),"ˈstʌm.ək
to be able to accept an unpleasant idea or watch something unpleasant."
stone (verb),"stəʊn
to throw stones at something or someone."
storm (verb),"stɔːm
to attack a place or building by entering suddenly in great numbers."
straight (noun),"streɪt
the straight part of a racetrack (= the track on which competitors race)."
strain (verb),"streɪn
to separate liquid food from solid food, especially by pouring it through a utensil with small holes in it."
stream (verb),"striːm
to flow somewhere or produce liquid, quickly and in large amounts without stopping."
string (adjective),"strɪŋ
consisting of or relating to string instruments."
string (verb),"strɪŋ
to put strings on a musical instrument."
strip (verb),"strɪp
to remove, pull, or tear the covering or outer layer from something."
strong (adverb),"strɒŋ
to behave towards another person in a way that is too severe, or that shows a strong sexual interest that the other person does not want."
stuff (verb),"stʌf
to completely fill a container with something."
stun (verb),"stʌn
to shock or surprise someone very much."
stupid (noun),"ˈstjuː.pɪd
used when talking to someone who does something stupid, to refer to them."
style (verb),"staɪl
to shape or design something such as a person's hair or an object like a piece of clothing or furniture or a book, especially so that it looks attractive."
subject (verb),"səbˈdʒekt
to defeat people or a country and then control them against their wishes and limit their freedom."
submission (noun),"səbˈmɪʃ.ən
the act of giving something for a decision to be made by others, or a document formally given in this way."
subscriber (noun),"səbˈskraɪ.bər
someone who subscribes to a product, service, or organization."
subscription (noun),"səbˈskrɪp.ʃən
an amount of money that you pay regularly to receive a product or service."
suburban (adjective),"səˈbɜː.bən
relating to a suburb."
succession (noun),"səkˈseʃ.ən
a number of similar events or people that happen, exist, etc. after each other."
such (noun),"sʌtʃ
in the true or exact meaning of the word or phrase."
suck (noun),"sʌk
the action of sucking something."
sugar (verb),"ˈʃʊɡ.ər
to put sugar in or on something."
sugar (exclamation),"ˈʃʊɡ.ər
polite word for
shit , used when something annoying happens."
suite (noun),"swiːt
a set of connected rooms, especially in a hotel."
summary (adjective),"ˈsʌm.ər.i
done suddenly, without discussion or a legal process."
summer (verb),"ˈsʌm.ər
to spend the summer in a particular place."
sun (verb),"sʌn
to lie or sit somewhere where there is a lot of sun, especially in order to make your skin darker."
super (adverb),"ˈsuː.pər
especially; very."
super (noun),"ˈsuː.pər
informal for
superintendent ."
super (adjective),"ˈsuː.pər
excellent."
supply (noun),"səˈplaɪ
an amount of something that is available for use."
surface (adjective),"ˈsɜː.fɪs
working or operating on the top of the land or sea, rather than under the land or sea, or by air."
surface (verb),"ˈsɜː.fɪs
to rise to the surface of water."
surgical (adjective),"ˈsɜː.dʒɪ.kəl
used for medical operations."
surrender (noun),"sərˈen.dər
the act of stopping fighting and officially admitting defeat."
surround (noun),"səˈraʊnd
the area or border around something."
surveillance (noun),"səˈveɪ.ləns
the careful watching of a person or place, especially by the police or army, because of a crime that has happened or is expected."
survival (adjective),"səˈvaɪ.vəl
continuing to exist or wanting to continue to exist."
suspect (adjective),"ˈsʌs.pekt
possibly false or dangerous."
suspension (noun),"səˈspen.ʃən
the act of stopping something happening, operating, etc. for a period of time."
swallow (noun),"ˈswɒl.əʊ
an act of using the muscles of your throat, or the amount of something you move into your stomach from your mouth by using the muscles of your throat."
sweep (noun),"swiːp
a movement, especially a quick, powerful one or one to search an area."
sweet (exclamation),"swiːt
used to show that you are happy about something or think it is good."
swing (noun),"swɪŋ
a swinging movement."
syndrome (noun),"ˈsɪn.drəʊm
a combination of medical problems that shows the existence of a particular disease or mental condition."
synthesis (noun),"ˈsɪn.θə.sɪs
the production of a substance from simpler materials after a chemical reaction."
table (verb),"ˈteɪ.bəl
to suggest something for discussion."
tackle (noun),"ˈtæk.əl
(especially in football or hockey) an act of tackling someone."
tactical (adjective),"ˈtæk.tɪ.kəl
relating to tactics or done in order to achieve something."
tag (verb),"tæɡ
to put a tag on something."
tag (noun),"tæɡ
a small piece of paper, cloth, or metal with information on it, tied or stuck onto something larger."
tail (verb),"teɪl
to follow and watch someone very closely, especially in order to get information secretly."
take (noun),"teɪk
money that is received from sales or as payment for entrance to an event."
tank (verb),"tæŋk
to quickly go down in price, value, etc., or to suddenly become less successful."
tape (verb),"teɪp
to record something on tape."
tape (noun),"teɪp
thin plastic in a long, narrow strip with a magnetic covering that allows sounds or sounds and pictures to be recorded and played again, especially one on which sound is recorded."
task (verb),"tɑːsk
to give someone a task."
taxi (verb),"ˈtæk.si
(of an aircraft) to move slowly on the ground."
team (verb),"tiːm
to act together to achieve something."
tear (noun),"teər
a hole in a piece of paper, cloth, or other material, where it has been torn."
teens (noun),"tiːnz
A person's teens are the period in which they are aged between 13 and 19."
tell (noun),"tel
(in the game of poker) something that a player does without thinking about it that may give the other players information about what he or she intends to do, etc. ."
tempt (verb),"tempt
to make someone want to have or do something, especially something that is unnecessary or wrong."
tender (noun),"ˈten.dər
a written or formal offer to supply goods or do a job for an agreed price."
tender (verb),"ˈten.dər
If you tender for a job, you make a formal offer to do it for a stated price."
tent (verb),"tent
to make something form a shape that is raised in the middle, like a tent."
tenure (noun),"ˈten.jər
being the legal owner of land, a job, or an official public position, or the period of time during which you own it."
term (noun),"tɜːm
the fixed period of time that something lasts for."
term (verb),"tɜːm
to give something a name or to describe it with a particular expression."
terminal (adjective),"ˈtɜː.mɪ.nəl
(of a disease or illness) leading gradually to death."
terminate (verb),"ˈtɜː.mɪ.neɪt
to (cause something to) end or stop."
terms (plural noun),"tɜrmz
the conditions that are part of an agreement or arrangement, or the features of an activity or idea."
terrain (noun),"təˈreɪn
an area of land, when considering its natural features."
testimony (noun),"ˈtes.tɪ.mən.i
(an example of) spoken or written statements that something is true, especially those given in a law court."
testing (adjective),"ˈtes.tɪŋ
difficult."
testing (noun),"ˈtes.tɪŋ
the act or practice of giving tests to measure someone's knowledge or ability."
textbook (adjective),"ˈtekst.bʊk
(of an example of something) extremely good, or thought to be usual or typical."
theatrical (adjective),"θiˈæt.rɪ.kəl
belonging or relating to the theatre, or to the performance or writing of plays, opera, etc.."
them (determiner),"ðem
not standard for
those ."
theme (verb),"θiːm
to design something according to a particular theme (= subject), or to relate it to a particular place or time."
theology (noun),"θiˈɒl.ə.dʒi
the study of religion and religious belief."
there (exclamation),"ðeər
used to express sympathy or satisfaction."
thin (verb),"θɪn
to make a substance less thick, often by adding a liquid to it."
think (noun),"θɪŋk
to consider something for some time."
thinking (adjective),"ˈθɪŋ.kɪŋ
Thinking people use their minds to consider things carefully."
thinking (noun),"ˈθɪŋ.kɪŋ
the activity of using your mind to consider something."
this (exclamation),"ðɪs
used on social media as a reaction to something such as a picture, news article, or opinion, to make people notice it, or to say that you agree with it, or think it is important, etc.."
thought (verb),"θɔːt
past simple and past participle of
think ."
thought-provoking (adjective),"ˈθɔːt.prəˈvəʊk.ɪŋ
making you think a lot about a subject."
threshold (noun),"ˈθreʃ.həʊld
the floor of an entrance to a building or room."
through (adjective),"θruː
having finished using or doing something."
throw (noun),"θrəʊ
an act of throwing something."
thumb (verb),"θʌm
to stand near the edge of a road and hold out your hand with the thumb raised as a signal for a vehicle to stop and take you somewhere."
thus (adverb),"ðʌs
in this way."
ticket (verb),"ˈtɪk.ɪt
to sell tickets for an event; to provide someone with a ticket."
tidy (noun),"ˈtaɪ.di
a small container for a few objects, that makes it easier for you to keep your desk, car, etc. tidy."
till (verb),"tɪl
to prepare and use land for growing crops."
till (noun),"tɪl
the drawer in a cash register (= a machine which records sales in a shop, and in which money is kept) or the cash register itself."
timber (exclamation),"ˈtɪm.bər
shouted when a tree that has been cut is about to fall."
time (verb),"taɪm
to decide that something will happen at a particular time."
timely (adjective),"ˈtaɪm.li
happening at the best possible moment."
tissue (noun),"ˈtɪʃ.uː
a group of connected cells in an animal or plant that are similar to each other, have the same purpose, and form the stated part of the animal or plant."
title (verb),"ˈtaɪ.təl
to give a title to a book, movie, play, song, or work of art."
to (adverb),"tuː
into a closed position."
together (adjective),"təˈɡeð.ər
organized, confident of your abilities, and able to use them to achieve what you want."
toll (verb),"təʊl
to (cause a large bell to) ring slowly and repeatedly."
tone (verb),"təʊn
If you tone a part of the body, you make it firmer and stronger, usually by doing physical exercise."
tonne (noun),"tʌn
a unit of weight in the metric system, equal to 1,000 kilograms."
tool (noun),"tuːl
a piece of equipment that you use with your hands to make or repair something."
top (adjective),"tɒp
excellent."
toss (noun),"tɒs
a sudden quick movement."
tough (noun),"tʌf
a violent person."
towel (verb),"taʊəl
to rub something with a towel to dry it."
tower (verb),"taʊər
to be very tall or large, usually in a way that makes people feel respect."
toy (adjective),"tɔɪ
belonging or relating to a very small breed of dog that is kept as a pet."
trade (adjective),"treɪd
used to refer to the publishing of books, etc. that are aimed at the general public."
trademark (noun),"ˈtreɪd.mɑːk
a name or symbol on a product that shows it was made by a particular company, and that it cannot be used by other companies without permission."
trading (noun),"ˈtreɪ.dɪŋ
the activity of buying and selling goods and/or services."
traffic (verb),"ˈtræf.ɪk
to buy and sell goods illegally."
trail (verb),"treɪl
to (allow something to) move slowly along the ground or through the air or water, after someone or something."
trailer (noun),"ˈtreɪ.lər
a box on wheels that is pulled by a car and is used for taking things from one place to another."
transcript (noun),"ˈtræn.skrɪpt
an exact written copy of something."
transit (verb),"ˈtræn.zɪt
to pass through or across a place, an area, or a country on the way to somewhere else."
transit (noun),"ˈtræn.zɪt
the movement of goods or people from one place to another."
transition (verb),"trænˈzɪʃ.ən
to change, or make someone or something change, from one form or situation to another."
transparency (noun),"trænˈspær.ən.si
the characteristic of being easy to see through."
trap (verb),"træp
to catch an animal in a trap."
trend (verb),"trend
to be one of the words, subjects, or names that is being mentioned most often on a social media website or a news website at a particular time."
trial (verb),"traɪəl
to test something in a formal way to discover how effective or suitable it is."
tribunal (noun),"traɪˈbjuː.nəl
a special court or group of people who are officially chosen, especially by the government, to examine (legal) problems of a particular type."
trick (adjective),"trɪk
used to deceive someone, either as a joke or form of entertainment or so that they make a mistake."
trigger (noun),"ˈtrɪɡ.ər
a part of a gun that causes the gun to fire when pressed."
trillion (number),"ˈtrɪl.jən
the number 1,000,000,000,000."
triumph (verb),"ˈtraɪ.əmf
to have a very great success or victory."
troop (adjective),"truːp
for, relating to, or involving troops."
troop (noun),"truːp
soldiers on duty in a large group."
troop (verb),"truːp
to walk somewhere in a large group, usually with one person behind another."
