word,answer
relaxed (adjective),"rɪˈlækst
feeling happy and comfortable because nothing is worrying you."
relaxing (adjective),"rɪˈlæk.sɪŋ
making you feel relaxed."
release (verb),"rɪˈliːs
to give freedom or free movement to someone or something."
release (noun),"rɪˈliːs
an occasion when someone is allowed to leave prison, etc.."
relevance (noun),"ˈrel.ə.vəns
the degree to which something is related or useful to what is happening or being talked about."
relevant (adjective),"ˈrel.ə.vənt
connected with what is happening or being discussed."
reliability (noun),"rɪˌlaɪ.əˈbɪl.ə.ti
the quality of being able to be trusted or believed because of working or behaving well."
reliable (adjective),"rɪˈlaɪ.ə.bəl
Someone or something that is reliable can be trusted or believed because he, she, or it works or behaves well in the way you expect."
relief (noun),"rɪˈliːf
a feeling of happiness that something unpleasant has not happened or has ended."
relieve (verb),"rɪˈliːv
to make an unpleasant feeling, such as pain or worry, less strong."
relieved (adjective),"rɪˈliːvd
happy that something unpleasant has not happened or has ended."
religion (noun),"rɪˈlɪdʒ.ən
the belief in and worship of a god or gods, or any such system of belief and worship."
religious (adjective),"rɪˈlɪdʒ.əs
relating to religion."
reluctant (adjective),"rɪˈlʌk.tənt
not willing to do something and therefore slow to do it."
remain (verb),"rɪˈmeɪn
to stay in the same place or in the same condition."
remainder (noun),"rɪˈmeɪn.dər
the part of something that is left after the other parts have gone, been used, or been taken away."
remainder (verb),"rɪˈmeɪn.dər
to sell a book cheaply because it has not sold well and no more copies of it will be produced."
remains (noun),"rɪˈmeɪnz
pieces or parts of something that continue to exist when most of it has been used, destroyed, or taken away."
remark (noun),"rɪˈmɑːk
something that you say, giving your opinion about something or stating a fact."
remark (verb),"rɪˈmɑːk
to give a spoken statement of an opinion or thought."
remarkable (adjective),"rɪˈmɑː.kə.bəl
unusual or special and therefore surprising and worth mentioning."
remarkably (adverb),"rɪˈmɑː.kə.bli
used for emphasizing how surprising or unusual something is."
remedy (noun),"ˈrem.ə.di
a successful way of curing an illness or dealing with a problem or difficulty."
remedy (verb),"ˈrem.ə.di
to do something to correct or improve something that is wrong."
remember (verb),"rɪˈmem.bər
to be able to bring back a piece of information into your mind, or to keep a piece of information in your memory."
remind (verb),"rɪˈmaɪnd
to make someone think of something they have forgotten or might have forgotten."
reminder (noun),"rɪˈmaɪn.dər
a written or spoken message that reminds someone to do something."
remote (adjective),"rɪˈməʊt
far away in distance."
remote (noun),"rɪˈməʊt
a 
remote control ."
removal (noun),"rɪˈmuː.vəl
the act of taking something or someone away from somewhere or something."
remove (verb),"rɪˈmuːv
to take something or someone away from somewhere, or off something."
render (verb),"ˈren.dər
to cause someone or something to be in a particular state."
renew (verb),"rɪˈnjuː
to increase the life of or replace something old."
renowned (adjective),"rɪˈnaʊnd
famous for something."
rent (verb),"rent
to pay or receive a fixed amount of money for the use of a room, house, car, television, etc.."
rent (noun),"rent
a fixed amount of money that you pay regularly for the use of a room, house, car, television, etc. that someone else owns."
rental (noun),"ˈren.təl
an arrangement to rent something, or the amount of money that you pay to rent something."
repair (noun),"rɪˈpeər
the act of fixing something that is broken or damaged."
repair (verb),"rɪˈpeər
to put something that is damaged, broken, or not working correctly, back into good condition or make it work again."
repeat (noun),"rɪˈpiːt
a situation in which something happens or is done more than once."
repeat (verb),"rɪˈpiːt
to say or tell people something more than once."
repeated (adjective),"rɪˈpiː.tɪd
happening again and again."
replace (verb),"rɪˈpleɪs
to take the place of something, or to put something or someone in the place of something or someone else."
replacement (noun),"rɪˈpleɪs.mənt
the process of replacing something with something else."
reply (verb),"rɪˈplaɪ
to answer."
reply (noun),"rɪˈplaɪ
an answer."
report (noun),"rɪˈpɔːt
a teacher's written statement to parents about a child's ability and performance at school."
report (verb),"rɪˈpɔːt
to give a description of something or information about it to someone."
reportedly (adverb),"rɪˈpɔː.tɪd.li
according to what many people say."
reporter (noun),"rɪˈpɔː.tər
a person whose job is to discover information about news events and describe them for a newspaper or magazine or for radio or television."
reporting (noun),"rɪˈpɔːtɪŋ
the act by a company of giving an official report, for example about its accounts or activities."
reporting (adjective),"rɪˈpɔːtɪŋ
relating to the way that the managers and employees of a company are organized."
represent (verb),"ˌrep.rɪˈzent
to speak, act, or be present officially for another person or people."
representation (noun),"ˌrep.rɪ.zenˈteɪ.ʃən
a person or organization that speaks, acts, or is present officially for someone else."
representative (adjective),"ˌrep.rɪˈzen.tə.tɪv
typical of, or the same as, others in a larger group of people or things."
representative (noun),"ˌrep.rɪˈzen.tə.tɪv
someone who speaks or does something officially for another person or group of people."
reproduce (verb),"ˌriː.prəˈdʒuːs
to produce a copy of something, or to be copied in a production process."
reproduction (noun),"ˌriː.prəˈdʌk.ʃən
the process of having babies, producing young, or producing new plants."
republic (noun),"rɪˈpʌb.lɪk
a country without a king or queen, usually governed by elected representatives of the people and a president."
reputation (noun),"ˌrep.jəˈteɪ.ʃən
the opinion that people in general have about someone or something, or how much respect or admiration someone or something receives, based on past behaviour or character."
request (verb),"rɪˈkwest
to ask for something politely or officially."
request (noun),"rɪˈkwest
the act of politely or officially asking for something."
require (verb),"rɪˈkwaɪər
to need something or make something necessary."
requirement (noun),"rɪˈkwaɪə.mənt
something that you must do, or something you need."
rescue (verb),"ˈres.kjuː
to help someone or something out of a dangerous, harmful, or unpleasant situation."
rescue (noun),"ˈres.kjuː
the act of helping someone out of a dangerous or unpleasant situation."
rescue (adjective),"ˈres.kjuː
A rescue animal is one that has been taken from a situation where it was not cared for or was treated badly and has been given a home."
research (verb),"rɪˈsɜːtʃ
to study a subject in detail, especially in order to discover new information or reach a new understanding."
research (noun),"rɪˈsɜːtʃ
a detailed study of a subject, especially in order to discover (new) information or reach a (new) understanding."
researcher (noun),"rɪˈsɜː.tʃər
someone who studies a subject, especially in order to discover new information or reach a new understanding."
resemble (verb),"rɪˈzem.bəl
to look like or be like someone or something."
reservation (noun),"ˌrez.əˈveɪ.ʃən
an arrangement in which something such as a seat on an aircraft or a table at a restaurant is kept for you."
reserve (verb),"rɪˈzɜːv
to keep something for a particular purpose or time."
reserve (noun),"rɪˈzɜːv
the habit of not showing your feelings or thoughts."
reside (verb),"rɪˈzaɪd
to live, have your home, or stay in a place."
residence (noun),"ˈrez.ɪ.dəns
a home."
resident (noun),"ˈrez.ɪ.dənt
a person who lives or has their home in a place."
resident (adjective),"ˈrez.ɪ.dənt
living or staying in a place."
residential (adjective),"ˌrez.ɪˈden.ʃəl
A residential road, area, etc. has only private houses, not offices and factories.."
residue (noun),"ˈrez.ɪ.dʒuː
the part that is left after the main part has gone or been taken away, or a substance that remains after a chemical process such as evaporation."
resign (verb),"rɪˈzaɪn
to give up a job or position by telling your employer that you are leaving."
resignation (noun),"ˌrez.ɪɡˈneɪ.ʃən
the act of telling your employer that you are leaving your job."
resist (verb),"rɪˈzɪst
to fight against something or someone that is attacking you."
resistance (noun),"rɪˈzɪs.təns
the act of fighting against something that is attacking you, or refusing to accept something."
resolution (noun),"ˌrez.əˈluː.ʃən
an official decision that is made after a group or organization has voted."
resolve (verb),"rɪˈzɒlv
to solve or end a problem or difficulty."
resolve (noun),"rɪˈzɒlv
strong determination."
resort (noun),"rɪˈzɔːt
a place where many people go for rest, sport, or another stated purpose."
resource (noun),"rɪˈzɔːs
a useful or valuable possession or quality of a country, organization, or person."
resource (verb),"rɪˈzɔːs
to provide an organization or department with money or equipment."
respect (verb),"rɪˈspekt
to feel or show admiration for someone or something that you believe has good ideas or qualities."
respect (noun),"rɪˈspekt
admiration felt or shown for someone or something that you believe has good ideas or qualities."
respective (adjective),"rɪˈspek.tɪv
relating or belonging to each of the separate people or things you have just mentioned."
respectively (adverb),"rɪˈspek.tɪv.li
in a way that relates or belongs to each of the separate people or things you have just mentioned."
respond (verb),"rɪˈspɒnd
to say or do something as a reaction to something that has been said or done."
response (noun),"rɪˈspɒns
an answer or reaction."
responsibility (noun),"rɪˌspɒn.sɪˈbɪl.ə.ti
something that it is your job or duty to deal with."
responsible (adjective),"rɪˈspɒn.sə.bəl
to have control and authority over something or someone and the duty of taking care of it, him, or her."
rest (noun),"rest
the other things, people, or parts that remain or that have not been mentioned."
rest (verb),"rest
to (cause someone or something to) stop doing a particular activity or stop being active for a period of time in order to relax and get back your strength."
restaurant (noun),"ˈres.tər.ɒnt
a place where meals are prepared and served to customers."
restoration (noun),"ˌres.tərˈeɪ.ʃən
the act or process of returning something to its earlier good condition or position, or to its owner."
restore (verb),"rɪˈstɔːr
to return something or someone to an earlier good condition or position."
restraint (noun),"rɪˈstreɪnt
calm and controlled behaviour."
restrict (verb),"rɪˈstrɪkt
to limit the movements or actions of someone, or to limit something and reduce its size or prevent it from increasing."
restriction (noun),"rɪˈstrɪk.ʃən
an official limit on something."
result (noun),"rɪˈzʌlt
something that happens or exists because of something else."
result (verb),"rɪˈzʌlt
to happen or exist because something else has happened."
resume (verb),"rɪˈzjuːm
If an activity resumes, or if you resume it, it starts again after a pause."
retail (noun),"ˈriː.teɪl
the activity of selling goods to the public, usually in shops."
retail (adverb),"ˈriː.teɪl
sold in shops, on the internet, etc.."
retail (verb),"ˈriː.teɪl
to sell goods to the public in shops, on the internet, etc.."
retain (verb),"rɪˈteɪn
to keep or continue to have something."
retire (verb),"rɪˈtaɪər
to leave your job or stop working because of old age or ill health."
retired (adjective),"rɪˈtaɪəd
If someone is retired, they have stopped working permanently, usually because of age."
retirement (noun),"rɪˈtaɪə.mənt
the act of leaving your job and stopping working, usually because you are old."
retreat (noun),"rɪˈtriːt
a move back by soldiers or an army, either because they have been defeated or in order to avoid fighting."
retreat (verb),"rɪˈtriːt
to go away from a place or person in order to escape from fighting or danger."
retrieve (verb),"rɪˈtriːv
to find and bring back something."
return (adjective),"rɪˈtɜːn
The return part of a journey is the part in which you go back to the place where you started."
return (noun),"rɪˈtɜːn
an occasion when someone goes or comes back to a place where they were before."
return (verb),"rɪˈtɜːn
to come or go back to a previous place."
reveal (noun ),"rɪˈviːl
an occasion at the end of a television programme, etc. when something that has been hidden or kept secret until then is shown to the audience."
reveal (verb),"rɪˈviːl
to make known or show something that is surprising or that was previously secret."
revelation (noun),"ˌrev.əˈleɪ.ʃən
the act of making something known that was secret, or a fact that is made known."
revenge (noun),"rɪˈvendʒ
harm done to someone as a punishment for harm that they have done to someone else."
revenge (verb),"rɪˈvendʒ
to harm someone as a punishment for harm that they have done to you."
revenue (noun),"ˈrev.ən.juː
the income that a government or company receives regularly."
reverse (adjective),"rɪˈvɜːs
opposite to what has just happened, or to what is usual or expected."
reverse (noun),"rɪˈvɜːs
the opposite of what has been suggested."
reverse (verb),"rɪˈvɜːs
to change the direction, order, position, result, etc. of something to its opposite."
review (noun),"rɪˈvjuː
the act of considering something again in order to make changes to it, give an opinion of it or study it."
review (verb),"rɪˈvjuː
to think or talk about something again, in order to make changes to it or to make a decision about it."
revise (verb),"rɪˈvaɪz
to look at or consider again an idea, piece of writing, etc. in order to correct or improve it."
revision (noun),"rɪˈvɪʒ.ən
a change that is made to something, or the process of doing this."
revival (noun),"rɪˈvaɪ.vəl
the process of becoming more active or popular again."
revive (verb),"rɪˈvaɪv
to come or bring something back to life, health, existence, or use."
revolution (noun),"ˌrev.əˈluː.ʃən
a change in the way a country is governed, usually to a different political system and often using violence or war."
revolutionary (adjective),"ˌrev.əˈluː.ʃən.ər.i
involved in or relating to a revolution."
revolutionary (noun),"ˌrev.əˈluː.ʃən.ər.i
someone who tries to cause or take part in a revolution."
reward (noun),"rɪˈwɔːd
something given in exchange for good behaviour or good work, etc.."
reward (verb),"rɪˈwɔːd
to give someone a reward."
rhetoric (noun),"ˈret.ər.ɪk
speech or writing intended to be effective and influence people."
rhythm (noun),"ˈrɪð.əm
a strong pattern of sounds, words, or musical notes that is used in music, poetry, and dancing."
rice (noun),"raɪs
the small seeds of a particular type of grass, cooked, and eaten as food."
rice (verb),"raɪs
to separate food, especially cooked potatoes, into very small pieces that look like rice by forcing it through small holes in a special tool."
rich (adjective),"rɪtʃ
having a lot of money or valuable possessions."
rich (noun),"rɪtʃ
rich people considered together as a group."
rid (adjective),"rɪd
to not now have an unwanted or unpleasant task, object, or person."
ride (noun),"raɪd
a journey on a horse or bicycle, or in a vehicle."
ride (verb),"raɪd
to sit on something such as a bicycle, motorbike, or horse and travel along on it controlling its movements."
ridiculous (adjective),"rɪˈdɪk.jə.ləs
stupid or unreasonable and deserving to be laughed at."
rifle (verb),"ˈraɪ.fəl
to search quickly through something, often in order to steal something."
rifle (noun),"ˈraɪ.fəl
a type of gun with a long barrel (= part shaped like a tube), fired from the shoulder and designed to be accurate at long distances."
right (adjective),"raɪt
correct."
right (adverb),"raɪt
on or towards the side of your body that is to the east when you are facing north."
right (noun),"raɪt
the right side."
right (verb),"raɪt
If you right a situation or a mistake, you make it better or correct it."
right (exclamation),"raɪt
used to express agreement with someone or to show that you have understood what someone has said."
ring (noun),"rɪŋ
a circle of any material, or any group of things or people in a circular shape or arrangement."
ring (verb),"rɪŋ
to make a phone call to someone."
riot (noun),"ˈraɪ.ət
an occasion when a large number of people behave in a noisy, violent, and uncontrolled way in public, often as a protest."
riot (verb),"ˈraɪ.ət
to take part in a riot."
rip (verb),"rɪp
to pull apart; to tear or be torn violently and quickly."
rip (noun),"rɪp
a tear in a piece of cloth or paper."
rise (verb),"raɪz
to move upwards."
rise (noun),"raɪz
an increase."
risk (noun),"rɪsk
the possibility of something bad happening."
risk (verb),"rɪsk
to do something although there is a chance of a bad result."
risky (adjective),"ˈrɪs.ki
involving the possibility of something bad happening."
ritual (noun),"ˈrɪtʃ.u.əl
a way of doing something in which the same actions are done in the same way every time."
rival (noun),"ˈraɪ.vəl
a person, group, etc. competing with others for the same thing or in the same area."
rival (verb),"ˈraɪ.vəl
to be as good, clever, beautiful, etc. as someone or something else."
river (noun),"ˈrɪv.ər
a natural wide flow of fresh water across the land into the sea, a lake, or another river."
road (noun),"rəʊd
a long, hard surface built for vehicles to travel along."
rob (verb),"rɒb
to take money or property illegally from a place, organization, or person, often using violence."
robbery (noun),"ˈrɒb.ər.i
the crime of stealing from somewhere or someone."
robot (noun),"ˈrəʊ.bɒt
a machine controlled by a computer that is used to perform jobs automatically."
robust (adjective),"rəʊˈbʌst
(of a person or animal) strong and healthy, or (of an object or system) strong and unlikely to break or fail."
rock (verb),"rɒk
to (cause someone or something to) move backwards and forwards or from side to side in a regular way."
rock (noun),"rɒk
the dry solid part of the earth's surface, or any large piece of this that sticks up out of the ground or the sea."
rocket (noun),"ˈrɒk.ɪt
a large cylinder-shaped object that moves very fast by forcing out burning gases, used for space travel or as a weapon."
rocket (verb),"ˈrɒk.ɪt
to rise extremely quickly or make extremely quick progress towards success."
rod (noun),"rɒd
a long, thin pole made of wood or metal."
role (noun),"rəʊl
the position or purpose that someone or something has in a situation, organization, society, or relationship."
roll (verb),"rəʊl
to (cause something to) move somewhere by turning over and over or from side to side."
roll (noun),"rəʊl
a piece of film, paper, or cloth that is rolled into the shape of a tube."
romance (noun),"rəʊˈmæns
a close, usually short relationship of love between two people."
romance (verb),"rəʊˈmæns
to tell stories that are not true, or to describe an event in a way that makes it sound better than it was."
romantic (noun),"rəʊˈmæn.tɪk
someone who is not practical and has ideas that are not related to real life."
romantic (adjective),"rəʊˈmæn.tɪk
relating to love or a close loving relationship."
roof (verb),"ruːf
to put a roof on a building."
roof (noun),"ruːf
the covering that forms the top of a building, vehicle, etc.."
room (verb),"ruːm
to rent a room from someone, or share a rented room with someone."
room (noun),"ruːm
a part of the inside of a building that is separated from other parts by walls, floor, and ceiling."
root (verb),"ruːt
to look for something by turning things over."
root (noun),"ruːt
the part of a plant that grows down into the earth to get water and food and holds the plant firm in the ground."
rope (verb),"rəʊp
to tie things together with rope."
rope (noun),"rəʊp
(a piece of) strong, thick string made of long twisted threads."
rose (noun),"rəʊz
a garden plant with thorns on its stems and pleasant-smelling flowers, or a flower from this plant."
rose (adjective),"rəʊz
having a pink colour."
rose (verb),"rəʊz
past simple of
rise ."
rotate (verb),"rəʊˈteɪt
to turn or cause something to turn in a circle, especially around a fixed point."
rotation (noun),"rəʊˈteɪ.ʃən
movement in a circle around a fixed point."
rough (adjective),"rʌf
not even or smooth, often because of being in bad condition."
rough (adverb),"rʌf
forcefully or violently."
rough (verb),"rʌf
to live temporarily in basic and uncomfortable conditions."
rough (noun),"rʌf
a first quick drawing of something."
roughly (adverb),"ˈrʌf.li
approximately."
round (adjective),"raʊnd
shaped like a ball or circle, or curved."
round (preposition),"raʊnd
in a circular direction or position; around."
round (verb),"raʊnd
to go around something."
round (noun),"raʊnd
a number of things or group of events."
route (noun),"ruːt
a particular way or direction between places."
route (verb),"ruːt
to send something somewhere using a particular way or direction."
routine (noun),"ruːˈtiːn
a usual or fixed way of doing things."
routine (adjective),"ruːˈtiːn
done as part of what usually happens, and not for any special reason."
row (noun),"rəʊ
a line of things, people, animals, etc. arranged next to each other."
row (verb),"rəʊ
to cause a boat to move through water by pushing against the water with oars (= poles with flat ends)."
royal (adjective),"ˈrɔɪ.əl
belonging or connected to a king or queen or a member of their family."
royal (noun),"ˈrɔɪ.əl
a member of the royal family."
rub (noun),"rʌb
the act of rubbing something."
rub (verb),"rʌb
to press or be pressed against something with a circular or up-and-down repeated movement."
rubber (noun),"ˈrʌb.ər
an elastic substance (= that stretches) made either from the juice of particular tropical trees or artificially."
rubbish (noun),"ˈrʌb.ɪʃ
waste material or things that are no longer wanted or needed."
rubbish (adjective),"ˈrʌb.ɪʃ
completely without skill at a particular activity."
rubbish (exclamation),"ˈrʌb.ɪʃ
used for saying that you do not agree with what someone has said."
rubbish (verb),"ˈrʌb.ɪʃ
to criticize something."
rude (adjective),"ruːd
not polite; offensive or embarrassing."
rugby (noun),"ˈrʌɡ.bi
a sport where two teams try to score points by carrying an oval ball across a particular line or kicking it over and between an H-shaped set of posts."
ruin (verb),"ˈruː.ɪn
to spoil or destroy something completely."
ruin (noun),"ˈruː.ɪn
the process or state of being spoiled or destroyed."
rule (noun),"ruːl
an accepted principle or instruction that states the way things are or should be done, and tells you what you are allowed or are not allowed to do."
rule (verb),"ruːl
to control or be the person in charge of something such as a country."
ruling (adjective),"ˈruː.lɪŋ
being in control of a country, society, etc.; making the decisions about how a country, society, etc. is run."
ruling (noun),"ˈruː.lɪŋ
a decision."
rumour (noun),"ˈruː.mər
an unofficial interesting story or piece of news that might be true or invented, and quickly spreads from person to person."
run (noun),"rʌn
the action of running, especially for exercise."
run (verb),"rʌn
(of people and some animals) to move along, faster than walking, by taking quick steps in which each foot is lifted before the next foot touches the ground."
runner (noun),"ˈrʌn.ər
someone who runs, especially in competitions."
running (adjective),"ˈrʌn.ɪŋ
happening on a particular number of regular occasions."
running (noun),"ˈrʌn.ɪŋ
the activity of going somewhere quickly on foot, as a sport or for pleasure."
rural (adjective),"ˈrʊə.rəl
in, of, or like the countryside."
rush (noun),"rʌʃ
a situation in which you have to hurry or move somewhere quickly."
rush (verb),"rʌʃ
to (cause to) go or do something very quickly."
sack (verb),"sæk
to remove someone from a job, usually because they have done something wrong or badly, or sometimes as a way of saving the cost of employing them."
sack (noun),"sæk
a large bag made of strong cloth, paper, or plastic, used to store large amounts of something."
sacred (adjective),"ˈseɪ.krɪd
considered to be holy and deserving respect, especially because of a connection with a god."
sacrifice (noun),"ˈsæk.rɪ.faɪs
the act of giving up something that is valuable to you in order to help someone else."
sacrifice (verb),"ˈsæk.rɪ.faɪs
to give up something that is valuable to you in order to help another person."
sad (adjective),"sæd
unhappy or sorry."
sadly (adverb),"ˈsæd.li
in an unhappy way."
safe (adjective),"seɪf
not in danger or likely to be harmed."
safe (noun),"seɪf
a strong box or cupboard with special locks where valuable things, especially money or jewels (= precious stones), are kept."
safety (noun),"ˈseɪf.ti
a state in which or a place where you are safe and not in danger or at risk."
sail (noun),"seɪl
a sheet of material attached to a pole on a boat to catch the wind and make the boat move."
sail (verb),"seɪl
When a boat or a ship sails, it travels on the water."
sailing (noun),"ˈseɪ.lɪŋ
the sport or activity of using boats with sails."
sailor (noun),"ˈseɪ.lər
a person who works on a ship, especially one who is not an officer."
saint (noun),"seɪnt
(the title given to) a person who has received an official honour from the Christian, especially the Roman Catholic, Church for having lived in a good and holy way. The names of saints are sometimes used to name places and buildings."
sake (noun),"seɪk
in order to help or bring advantage to someone."
salad (noun),"ˈsæl.əd
a mixture of uncooked vegetables, usually including lettuce, eaten either as a separate dish or with other food."
salary (noun),"ˈsæl.ər.i
a fixed amount of money agreed every year as pay for an employee, usually paid directly into his or her bank account every month."
sale (noun),"seɪl
an act of exchanging something for money."
salt (noun),"sɒlt
a common white substance found in sea water and in the ground, used especially to add flavour to food or to preserve it."
salt (adjective),"sɒlt
containing or preserved in salt."
salt (verb),"sɒlt
to add salt to or put salt on something."
same (adjective),"seɪm
exactly like another or each other."
same (pronoun),"seɪm
exactly like."
same (adverb),"seɪm
in the same way."
sample (noun),"ˈsɑːm.pəl
a small amount of something that shows you what the rest is or should be like."
sample (verb),"ˈsɑːm.pəl
to taste a small amount of food or drink to decide if you like it."
sanction (verb),"ˈsæŋk.ʃən
to formally give permission for something."
sanction (noun),"ˈsæŋk.ʃən
an official order, such as the stopping of trade, that is taken against a country in order to make it obey international law."
sand (verb),"sænd
to make something smooth by rubbing it with something rough, especially sandpaper (= strong paper with sand attached to it)."
sand (noun),"sænd
a substance that consists of very small grains of rock, found on beaches and in deserts."
sandwich (noun),"ˈsæn.wɪdʒ
two pieces of bread with food such as cheese, salad, or meat between them ."
satellite (noun),"ˈsæt.əl.aɪt
a device sent up into space to travel around the earth, used for collecting information or communicating by radio, television, etc.."
satisfaction (noun),"ˌsæt.ɪsˈfæk.ʃən
a pleasant feeling that you get when you receive something you wanted, or when you have done something you wanted to do."
satisfied (adjective),"ˈsæt.ɪs.faɪd
pleased because you have got what you wanted, or because something has happened in the way that you wanted."
satisfy (verb),"ˈsæt.ɪs.faɪ
to please someone by giving them what they want or need."
saturday (noun),"ˈsæt.ə.deɪ
the day of the week after Friday and before Sunday."
sauce (noun),"sɔːs
a thick liquid eaten with food to add flavour."
save (verb),"seɪv
to stop someone or something from being killed, injured, or destroyed."
save (noun),"seɪv
in football or similar games, when a player stops the ball from going into the goal when it is hit or kicked by a player from the other team."
save (preposition),"seɪv
but or except for."
saving (noun),"ˈseɪ.vɪŋ
the money that you keep in an account in a bank or similar financial organization."
say (verb),"seɪ
to pronounce words or sounds, to express a thought, opinion, or suggestion, or to state a fact or instruction."
say (exclamation),"seɪ
used to express surprise or pleasure, or to attract attention to what you are about to say."
say (noun),"seɪ
(the right to give) an opinion about something."
scale (noun),"skeɪl
a set of numbers, amounts, etc., used to measure or compare the level of something."
scale (verb),"skeɪl
to climb up a steep surface, such as a wall or the side of a mountain, often using special equipment."
scan (verb),"skæn
to look at something carefully, with the eyes or with a machine, in order to get information."
scan (noun),"skæn
a careful or quick look through something."
scandal (noun),"ˈskæn.dəl
(an action or event that causes) a public feeling of shock and strong moral disapproval."
scare (verb),"skeər
to (make a person or animal) feel frightened."
scare (noun),"skeər
a sudden feeling of fear or worry."
scared (adjective),"skeəd
frightened or worried."
scary (adjective),"ˈskeə.ri
frightening."
scattered (adjective),"ˈskæt.əd
covering a wide area."
scenario (noun),"sɪˈnɑː.ri.əʊ
a description of possible actions or events in the future."
scene (noun),"siːn
a part of a play or film in which the action stays in one place for a continuous period of time."
sceptical (adjective),"ˈskep.tɪ.kəl
doubting that something is true or useful."
schedule (noun),"ˈʃedʒ.uːl
a list of planned activities or things to be done showing the times or dates when they are intended to happen or be done."
schedule (verb),"ˈʃedʒ.uːl
to arrange that an event or activity will happen at a particular time."
scheme (noun),"skiːm
an organized plan for doing something, especially something dishonest or illegal that will bring a good result for you."
scheme (verb),"skiːm
to make clever, secret plans that often deceive others."
scholar (noun),"ˈskɒl.ər
a person who studies a subject in great detail, especially at a university."
scholarship (noun),"ˈskɒl.ə.ʃɪp
serious, detailed study."
school (noun),"skuːl
a place where children go to be educated."
school (verb),"skuːl
to train a person or animal to do something."
science (noun),"ˈsaɪ.əns
(knowledge from) the careful study of the structure and behaviour of the physical world, especially by watching, measuring, and doing experiments, and the development of theories to describe the results of these activities."
scientific (adjective),"ˌsaɪənˈtɪf.ɪk
relating to science, or using the organized methods of science."
scientist (noun),"ˈsaɪən.tɪst
an expert who studies or works in one of the sciences."
scope (noun),"skəʊp
the range of a subject covered by a book, programme, discussion, class, etc.."
scope (verb),"skəʊp
to watch or examine something carefully."
score (noun),"skɔːr
the number of points, goals, etc. achieved in a game or competition."
score (verb),"skɔːr
to win or get a point, goal, etc. in a competition, sport, or game."
scratch (verb),"skrætʃ
to cut or damage a surface or your skin slightly with or on something sharp or rough."
scratch (noun),"skrætʃ
a mark made by scratching."
scratch (adjective),"skrætʃ
a group of people brought together in a hurry in order to play together on a particular occasion."
scream (noun),"skriːm
a loud, high sound you make when very frightened, excited, or angry."
scream (verb),"skriːm
to cry or say something loudly and usually on a high note, especially because of strong emotions such as fear, excitement, or anger."
screen (verb),"skriːn
to test or examine someone or something to discover if there is anything wrong with him, her, or it."
screen (noun),"skriːn
a flat surface in a cinema, on a television, or as part of a computer, on which pictures or words are shown."
screening (noun),"ˈskriː.nɪŋ
a showing of a film."
screw (noun),"skruː
a thin, pointed piece of metal with a raised edge twisting round along its length and a flat top with a cut in it, used to join things together, especially pieces of wood."
screw (verb),"skruː
to fasten something using a screw."
script (verb),"skrɪpt
to write the words of a film, play, broadcast, or speech."
script (noun),"skrɪpt
the words of a film, play, broadcast, or speech."
scrutiny (noun),"ˈskruː.tɪ.ni
the careful and detailed examination of something in order to get information about it."
sculpture (noun),"ˈskʌlp.tʃər
the art of forming solid objects that represent a thing, person, idea, etc. out of a material such as wood, clay, metal, or stone, or an object made in this way."
sea (noun),"siː
the salty water that covers a large part of the surface of the earth, or a large area of salty water, smaller than an ocean, that is partly or completely surrounded by land."
seal (noun),"siːl
a large mammal that eats fish and lives partly in the sea and partly on land or ice."
seal (verb),"siːl
to close an entrance or container so that nothing can enter or leave it."
search (noun),"sɜːtʃ
an attempt to find someone or something."
search (verb),"sɜːtʃ
to look somewhere carefully in order to find something."
season (verb),"ˈsiː.zən
to improve the flavour of savoury food by adding salt, herbs, or spices when cooking or preparing it."
season (noun),"ˈsiː.zən
one of the four periods of the year; spring, summer, autumn, or winter."
seat (verb),"siːt
to arrange for someone to have a particular seat."
seat (noun),"siːt
a piece of furniture or part of a train, plane, etc. that has been designed for someone to sit on."
second (verb),"ˈsek.ənd
to make a formal statement of support for a suggestion made by someone else during a meeting so that there can be a discussion or vote."
second (noun),"ˈsek.ənd
a short unit of time that is equal to a 60th of a minute."
second (ordinal number),"ˈsek.ənd
immediately after the first and before any others."
second (adverb),"ˈsek.ənd
after the first and before any others."
secondary (adjective),"ˈsek.ən.dri
less important than related things."
secondly (adverb),"ˈsek.ənd.li
used when stating the second of two or more reasons or pieces of information."
secret (adjective),"ˈsiː.krət
If something is secret, other people are not allowed to know about it."
secret (noun),"ˈsiː.krət
a piece of information that is only known by one person or a few people and should not be told to others."
secretary (noun),"ˈsek.rə.tər.i
someone who works in an office, writing letters, making phone calls, and arranging meetings for a person or for an organization."
section (verb),"ˈsek.ʃən
to officially force someone who has mental health problems to stay in a hospital and receive treatment because they might harm themselves or other people."
section (noun),"ˈsek.ʃən
one of the parts that something is divided into."
sector (noun),"ˈsek.tər
one of the areas into which the economic activity of a country is divided."
secular (adjective),"ˈsek.jə.lər
not having any connection with religion."
secure (adjective),"sɪˈkjʊər
positioned or fixed firmly and correctly and therefore not likely to move, fall, or break."
secure (verb),"sɪˈkjʊər
to get something, sometimes with difficulty."
security (noun),"sɪˈkjʊə.rə.ti
protection of a person, building, organization, or country against threats such as crime or attacks by foreign countries."
see (noun),"siː
a place where there is a cathedral and where a bishop or archbishop has authority."
