word,answer
remark (verb),"rɪˈmɑːk
to give a spoken statement of an opinion or thought."
remarkable (adjective),"rɪˈmɑː.kə.bəl
unusual or special and therefore surprising and worth mentioning."
remedy (noun),"ˈrem.ə.di
a successful way of curing an illness or dealing with a problem or difficulty."
remote (adjective),"rɪˈməʊt
far away in distance."
renew (verb),"rɪˈnjuː
to increase the life of or replace something old."
representative (noun),"ˌrep.rɪˈzen.tə.tɪv
someone who speaks or does something officially for another person or group of people."
reputation (noun),"ˌrep.jəˈteɪ.ʃən
the opinion that people in general have about someone or something, or how much respect or admiration someone or something receives, based on past behaviour or character."
requirement (noun),"rɪˈkwaɪə.mənt
something that you must do, or something you need."
research (verb),"rɪˈsɜːtʃ
to study a subject in detail, especially in order to discover new information or reach a new understanding."
researcher (noun),"rɪˈsɜː.tʃər
someone who studies a subject, especially in order to discover new information or reach a new understanding."
resident (noun),"ˈrez.ɪ.dənt
a person who lives or has their home in a place."
residential (adjective),"ˌrez.ɪˈden.ʃəl
A residential road, area, etc. has only private houses, not offices and factories.."
resign (verb),"rɪˈzaɪn
to give up a job or position by telling your employer that you are leaving."
resource (noun),"rɪˈzɔːs
a useful or valuable possession or quality of a country, organization, or person."
respond (verb),"rɪˈspɒnd
to say or do something as a reaction to something that has been said or done."
response (noun),"rɪˈspɒns
an answer or reaction."
responsibility (noun),"rɪˌspɒn.sɪˈbɪl.ə.ti
something that it is your job or duty to deal with."
restore (verb),"rɪˈstɔːr
to return something or someone to an earlier good condition or position."
retired (adjective),"rɪˈtaɪəd
If someone is retired, they have stopped working permanently, usually because of age."
retirement (noun),"rɪˈtaɪə.mənt
the act of leaving your job and stopping working, usually because you are old."
reveal (verb),"rɪˈviːl
to make known or show something that is surprising or that was previously secret."
revenge (noun),"rɪˈvendʒ
harm done to someone as a punishment for harm that they have done to someone else."
revise (verb),"rɪˈvaɪz
to look at or consider again an idea, piece of writing, etc. in order to correct or improve it."
revolution (noun),"ˌrev.əˈluː.ʃən
a change in the way a country is governed, usually to a different political system and often using violence or war."
revolutionary (adjective),"ˌrev.əˈluː.ʃən.ər.i
involved in or relating to a revolution."
reward (verb),"rɪˈwɔːd
to give someone a reward."
rhythm (noun),"ˈrɪð.əm
a strong pattern of sounds, words, or musical notes that is used in music, poetry, and dancing."
ridiculous (adjective),"rɪˈdɪk.jə.ləs
stupid or unreasonable and deserving to be laughed at."
ring (noun),"rɪŋ
a circle of any material, or any group of things or people in a circular shape or arrangement."
rip (verb),"rɪp
to pull apart; to tear or be torn violently and quickly."
rise (noun),"raɪz
an increase."
risk (noun),"rɪsk
the possibility of something bad happening."
risk (verb),"rɪsk
to do something although there is a chance of a bad result."
risky (adjective),"ˈrɪs.ki
involving the possibility of something bad happening."
robbery (noun),"ˈrɒb.ər.i
the crime of stealing from somewhere or someone."
rocket (noun),"ˈrɒk.ɪt
a large cylinder-shaped object that moves very fast by forcing out burning gases, used for space travel or as a weapon."
role (noun),"rəʊl
the position or purpose that someone or something has in a situation, organization, society, or relationship."
roll (verb),"rəʊl
to (cause something to) move somewhere by turning over and over or from side to side."
roll (noun),"rəʊl
a piece of film, paper, or cloth that is rolled into the shape of a tube."
root (noun),"ruːt
the part of a plant that grows down into the earth to get water and food and holds the plant firm in the ground."
rope (noun),"rəʊp
(a piece of) strong, thick string made of long twisted threads."
roughly (adverb),"ˈrʌf.li
approximately."
row (verb),"rəʊ
to cause a boat to move through water by pushing against the water with oars (= poles with flat ends)."
royal (adjective),"ˈrɔɪ.əl
belonging or connected to a king or queen or a member of their family."
rub (verb),"rʌb
to press or be pressed against something with a circular or up-and-down repeated movement."
rubber (noun),"ˈrʌb.ər
an elastic substance (= that stretches) made either from the juice of particular tropical trees or artificially."
ruin (verb),"ˈruː.ɪn
to spoil or destroy something completely."
rule (verb),"ruːl
to control or be the person in charge of something such as a country."
rumour (noun),"ˈruː.mər
an unofficial interesting story or piece of news that might be true or invented, and quickly spreads from person to person."
rural (adjective),"ˈrʊə.rəl
in, of, or like the countryside."
rush (noun),"rʌʃ
a situation in which you have to hurry or move somewhere quickly."
rush (verb),"rʌʃ
to (cause to) go or do something very quickly."
sack (verb),"sæk
to remove someone from a job, usually because they have done something wrong or badly, or sometimes as a way of saving the cost of employing them."
sadly (adverb),"ˈsæd.li
in an unhappy way."
safety (noun),"ˈseɪf.ti
a state in which or a place where you are safe and not in danger or at risk."
sail (verb),"seɪl
When a boat or a ship sails, it travels on the water."
sake (noun),"seɪk
in order to help or bring advantage to someone."
sale (noun),"seɪl
an act of exchanging something for money."
same (adverb),"seɪm
in the same way."
sample (noun),"ˈsɑːm.pəl
a small amount of something that shows you what the rest is or should be like."
satellite (noun),"ˈsæt.əl.aɪt
a device sent up into space to travel around the earth, used for collecting information or communicating by radio, television, etc.."
satisfaction (noun),"ˌsæt.ɪsˈfæk.ʃən
a pleasant feeling that you get when you receive something you wanted, or when you have done something you wanted to do."
satisfy (verb),"ˈsæt.ɪs.faɪ
to please someone by giving them what they want or need."
saving (noun),"ˈseɪ.vɪŋ
the money that you keep in an account in a bank or similar financial organization."
scale (noun),"skeɪl
a set of numbers, amounts, etc., used to measure or compare the level of something."
scandal (noun),"ˈskæn.dəl
(an action or event that causes) a public feeling of shock and strong moral disapproval."
schedule (noun),"ˈʃedʒ.uːl
a list of planned activities or things to be done showing the times or dates when they are intended to happen or be done."
schedule (verb),"ˈʃedʒ.uːl
to arrange that an event or activity will happen at a particular time."
scratch (verb),"skrætʃ
to cut or damage a surface or your skin slightly with or on something sharp or rough."
scratch (noun),"skrætʃ
a mark made by scratching."
script (noun),"skrɪpt
the words of a film, play, broadcast, or speech."
seal (noun),"siːl
a large mammal that eats fish and lives partly in the sea and partly on land or ice."
secondly (adverb),"ˈsek.ənd.li
used when stating the second of two or more reasons or pieces of information."
secure (adjective),"sɪˈkjʊər
positioned or fixed firmly and correctly and therefore not likely to move, fall, or break."
seed (noun),"siːd
a small, round or oval object produced by a plant and from which, when it is planted, a new plant can grow."
seek (verb),"siːk
to try to find or get something, especially something that is not a physical object."
seize (verb),"siːz
to take something quickly and keep or hold it."
seldom (adverb),"ˈsel.dəm
almost never."
selection (noun),"sɪˈlek.ʃən
the act of choosing someone or something."
seminar (noun),"ˈsem.ɪ.nɑːr
an occasion when a teacher or expert and a group of people meet to study and discuss something."
senior (adjective),"ˈsiː.ni.ər
high or higher in rank."
sensation (noun),"senˈseɪ.ʃən
the ability to feel something physically, especially by touching, or a physical feeling that results from this ability."
sense (noun),"sens
an ability to understand, recognize, value, or react to something, especially any of the five physical abilities to see, hear, smell, taste, and feel."
sensitive (adjective),"ˈsen.sɪ.tɪv
easily upset by the things people say or do, or causing people to be upset, embarrassed, or angry."
sentence (verb),"ˈsen.təns
to decide and say officially what a punishment will be."
separate (verb),"ˈsep.ər.eɪt
to (cause to) divide into parts."
separation (noun),"ˌsep.ərˈeɪ.ʃən
a situation in which two or more people or things are separated."
series (noun),"ˈsɪə.riːz
a number of similar or related events or things, one following another."
servant (noun),"ˈsɜː.vənt
a person who is employed in another person's house, doing jobs such as cooking and cleaning, especially in the past."
set (verb),"set
to put something in a particular place or position."
setting (noun),"ˈset.ɪŋ
the position of a house or other building."
settle (verb),"ˈset.əl
to reach a decision or an agreement about something, or to end a disagreement."
severe (adjective),"sɪˈvɪər
causing very great pain, difficulty, worry, damage, etc.; very serious."
severely (adverb),"sɪˈvɪə.li
very seriously."
sexual (adjective),"ˈsek.ʃu.əl
relating to the activity of sex."
sexy (adjective),"ˈsek.si
sexually attractive."
shallow (adjective),"ˈʃæl.əʊ
having only a short distance from the top to the bottom."
share (noun),"ʃeər
a part of something that has been divided between several people."
shed (noun),"ʃed
a small building, usually made of wood, used for storing things."
shell (noun),"ʃel
the hard outer covering of something, especially nuts, eggs, and some animals."
shelter (noun),"ˈʃel.tər
(a building designed to give) protection from bad weather, danger, or attack."
shift (noun),"ʃɪft
a group of workers who do a job for a period of time during the day or night, or the period of time itself."
shock (verb),"ʃɒk
to offend or upset someone by doing or saying something that they consider is immoral or unacceptable."
shooting (noun),"ˈʃuː.tɪŋ
the act of shooting bullets from guns or other weapons."
short-term (adjective),"ˌʃɔːtˈtɜːm
lasting a short time."
shortage (noun),"ˈʃɔː.tɪdʒ
a situation in which there is not enough of something."
shortly (adverb),"ˈʃɔːt.li
soon."
shot (noun),"ʃɒt
a kick, hit, or throw of the ball that is intended to score points in a sport such as cricket, football, tennis, or golf."
shrink (verb),"ʃrɪŋk
to become smaller, or to make something smaller."
sigh (noun),"saɪ
a slow, noisy breath."
sigh (verb),"saɪ
to breathe out slowly and noisily, expressing tiredness, sadness, pleasure, etc.."
signal (noun),"ˈsɪɡ.nəl
an action, movement, or sound that gives information, a message, a warning, or an order."
significant (adjective),"sɪɡˈnɪf.ɪ.kənt
important or noticeable."
significantly (adverb),"sɪɡˈnɪf.ɪ.kənt.li
in a way that is easy to see or by a large amount."
similarity (noun),"ˌsɪm.ɪˈlær.ə.ti
the fact that people or things look or are the same."
simply (adverb),"ˈsɪm.pli
completely or as much as possible."
simultaneously (adverb),"ˌsɪm.əlˈteɪ.ni.əs.li
in a way that is simultaneous (= happening or being done at exactly the same time)."
since (adverb),"sɪns
from a particular time in the past until a later time, or until now."
single (adjective),"ˈsɪŋ.ɡəl
one only."
skilled (adjective),"skɪld
having the abilities needed to do an activity or job well."
slam (verb),"slæm
to (cause to) move against a hard surface with force and usually a loud noise."
slap (verb),"slæp
to hit someone or something with the flat part of the hand or other flat object."
slash (noun),"slæʃ
the symbol / used in writing to separate letters, numbers, or words."
slave (noun),"sleɪv
a person who is legally owned by someone else and has to work for that person."
slice (verb),"slaɪs
to cut something into thin, flat pieces."
slide (verb),"slaɪd
to (cause to) move easily and without interruption over a surface."
slight (adjective),"slaɪt
small in amount or degree."
slightly (adverb),"ˈslaɪt.li
a little."
slope (noun),"sləʊp
a surface that lies at an angle to the horizontal so that some points on it are higher than others."
smash (verb),"smæʃ
to cause something to break noisily into a lot of small pieces."
so-called (adjective),"ˌsəʊˈkɔːld
used to show that you think a word that is used to describe someone or something is not suitable or not correct."
soil (noun),"sɔɪl
the material on the surface of the ground in which plants grow."
solar (adjective),"ˈsəʊ.lər
of or from the sun, or using the energy from the sun to produce electric power."
solid (adjective),"ˈsɒl.ɪd
hard or firm, keeping a clear shape."
solo (noun),"ˈsəʊ.ləʊ
a musical performance given by one person alone, or a musical performance in which one person is given special attention."
solo (adjective),"ˈsəʊ.ləʊ
alone; without other people."
sophisticated (adjective),"səˈfɪs.tɪ.keɪ.tɪd
having a good understanding of the way people behave and/or a good knowledge of culture and fashion."
sort (verb),"sɔːt
to put a number of things in an order or to separate them into groups."
soul (noun),"səʊl
the spiritual part of a person that some people believe continues to exist in some form after their body has died, or the part of a person that is not physical and experiences deep feelings and emotions."
source (noun),"sɔːs
the place something comes from or starts at, or the cause of something."
specialist (noun),"ˈspeʃ.əl.ɪst
someone who has a lot of experience, knowledge, or skill in a particular subject."
specialize (verb),"ˈspeʃ.əl.aɪz
to study or work on a particular subject or skill more than any others, so that you become an expert in it."
species (noun),"ˈspiː.ʃiːz
a set of animals or plants in which the members have similar characteristics to each other and can breed with each other."
specific (adjective),"spəˈsɪf.ɪk
relating to one thing and not others; particular."
specify (verb),"ˈspes.ɪ.faɪ
to explain or describe something clearly and exactly."
spectator (noun),"spekˈteɪ.tər
a person who watches an activity, especially a sports event, without taking part."
spirit (noun),"ˈspɪr.ɪt
a particular way of thinking, feeling, or behaving, especially a way that is typical of a particular group of people, an activity, a time, or a place."
spiritual (adjective),"ˈspɪr.ɪ.tʃu.əl
relating to deep feelings and beliefs, especially religious beliefs."
split (verb),"splɪt
to (cause to) divide into two or more parts, especially along a particular line."
sponsor (verb),"ˈspɒn.sər
(of a business or other organization) to pay for someone to do something or for something to happen."
sponsor (noun),"ˈspɒn.sər
a person or company that supports a person, organization, or activity by giving money."
spot (verb),"spɒt
to see or notice someone or something, usually because you are looking hard."
spread (noun),"spred
the development or growth of something so that it covers a larger area or affects a larger number of people."
squeeze (verb),"skwiːz
to press something firmly, especially from all sides in order to change its shape, reduce its size, or remove liquid from it."
stab (verb),"stæb
to injure someone with a sharp pointed object such as a knife."
stadium (noun),"ˈsteɪ.di.əm
a large closed area of land with rows of seats around the sides and often with no roof, used for sports events and musical performances."
stage (noun),"steɪdʒ
a part of an activity or a period of development."
stamp (verb),"stæmp
to put a mark on an object either by printing on it or pushing into it with a small tool."
standard (noun),"ˈstæn.dəd
a level of quality."
standard (adjective),"ˈstæn.dəd
usual rather than special, especially when thought of as being correct or acceptable."
stare (verb),"steər
to look for a long time with the eyes wide open, especially when surprised, frightened, or thinking."
state (verb),"steɪt
to say or write something, especially clearly and carefully."
state (noun),"steɪt
a condition or way of being that exists at a particular time."
state (adjective),"steɪt
provided, created, or done by the state (= government of a country)."
statement (noun),"ˈsteɪt.mənt
something that someone says or writes officially, or an action done to express an opinion."
statistic (noun),"stəˈtɪs.tɪk
information based on a study of the number of times something happens or is present, or other numerical facts."
steadily (adverb),"ˈsted.əl.i
gradually."
steady (adjective),"ˈsted.i
happening in a smooth, gradual, and regular way, not suddenly or unexpectedly."
steam (noun),"stiːm
the hot gas that is produced when water boils."
steel (noun),"stiːl
a strong metal that is a mixture of iron and carbon, used for making things that need a strong structure, especially vehicles and buildings."
steer (verb),"stɪər
to control the direction of a vehicle."
step (noun),"step
a stage in a process."
stiff (adjective),"stɪf
firm or hard."
stiff (adverb),"stɪf
very much, or to a great degree."
still (adjective),"stɪl
staying in the same position; not moving."
stimulate (verb),"ˈstɪm.jə.leɪt
to encourage something to grow, develop, or become active."
storage (noun),"ˈstɔː.rɪdʒ
the putting and keeping of things in a special place for use in the future."
store (verb),"stɔːr
to put or keep things in a special place for use in the future."
straightforward (adjective),"ˌstreɪtˈfɔː.wəd
easy to understand or simple."
strain (noun),"streɪn
a force or influence that stretches, pulls, or puts pressure on something, sometimes causing damage."
strategy (noun),"ˈstræt.ə.dʒi
a detailed plan for achieving success in situations such as war, politics, business, industry, or sport, or the skill of planning for such situations."
strength (noun),"streŋθ
the ability to do things that need a lot of physical or mental effort."
strengthen (verb),"ˈstreŋ.θən
to make something stronger or more effective, or to become stronger or more effective."
stress (verb),"stres
to give emphasis or special importance to something."
stretch (verb),"stretʃ
to cause something to reach, often as far as possible, in a particular direction."
strictly (adverb),"ˈstrɪkt.li
in a way that would bring severe punishment if not obeyed."
strike (verb),"straɪk
to refuse to continue working because of an argument with an employer about working conditions, pay levels, or job losses."
strike (noun),"straɪk
a period of time when workers refuse to work because of an argument with an employer about working conditions, pay levels, or job losses."
striking (adjective),"ˈstraɪ.kɪŋ
very unusual or easily noticed, and therefore attracting a lot of attention."
string (noun),"strɪŋ
(a piece of) strong, thin rope made by twisting very thin threads together, used for fastening and tying things."
stroke (verb),"strəʊk
to move a hand, another part of the body, or an object gently over something or someone, usually repeatedly and for pleasure."
stroke (noun),"strəʊk
a sudden change in the blood supply to a part of the brain, sometimes causing a loss of the ability to move particular parts of the body."
strongly (adverb),"ˈstrɒŋ.li
very much or in a very serious way."
structure (noun),"ˈstrʌk.tʃər
the way in which the parts of a system or object are arranged or organized, or a system arranged in this way."
struggle (noun),"ˈstrʌɡ.əl
a very difficult task that you can do only by making a great effort."
struggle (verb),"ˈstrʌɡ.əl
to experience difficulty and make a very great effort in order to do something."
study (noun),"ˈstʌd.i
the activity of examining a subject in detail in order to discover new information."
stunning (adjective),"ˈstʌn.ɪŋ
extremely beautiful or attractive."
submit (verb),"səbˈmɪt
to give or offer something for a decision to be made by others."
substance (noun),"ˈsʌb.stəns
material with particular physical characteristics."
substantial (adjective),"səbˈstæn.ʃəl
large in size, value, or importance."
substitute (noun),"ˈsʌb.stɪ.tʃuːt
a thing or person that is used instead of another thing or person."
substitute (verb),"ˈsʌb.stɪ.tʃuːt
to use something or someone instead of another thing or person."
suburb (noun),"ˈsʌb.ɜːb
an area on the edge of a large town or city where people who work in the town or city often live."
successfully (adverb),"səkˈses.fəl.i
in a way that achieves the results wanted or hoped for."
such (predeterminer),"sʌtʃ
of a particular or similar type."
sudden (adjective),"ˈsʌd.ən
happening or done quickly and without warning."
suffering (noun),"ˈsʌf.ər.ɪŋ
physical or mental pain that a person or animal is feeling."
sufficient (adjective),"səˈfɪʃ.ənt
enough for a particular purpose."
suicide (noun),"ˈsuː.ɪ.saɪd
the act of killing yourself intentionally."
suit (verb),"suːt
to be right for a particular person, situation, or occasion."
summary (noun),"ˈsʌm.ər.i
a short, clear description that gives the main facts or ideas about something."
superb (adjective),"suːˈpɜːb
of excellent quality; very great."
supervise (verb),"ˈsuː.pə.vaɪz
to watch a person or activity to make certain that everything is done correctly, safely, etc.."
supply (verb),"səˈplaɪ
to provide something that is wanted or needed, often in large quantities and over a long period of time."
support (verb),"səˈpɔːt
to agree with and give encouragement to someone or something because you want him, her, or it to succeed."
support (noun),"səˈpɔːt
agreement with and encouragement for an idea, group, or person."
supporter (noun),"səˈpɔː.tər
someone who supports a particular idea, group, or person."
surely (adverb),"ˈʃɔː.li
used to express that you are certain or almost certain about something."
surface (noun),"ˈsɜː.fɪs
the outer or top part or layer of something."
surgery (noun),"ˈsɜː.dʒər.i
the treatment of injuries or diseases in people or animals by cutting open the body and removing or repairing the damaged part."
surrounding (adjective),"səˈraʊn.dɪŋ
that is everywhere around something."
survey (noun),"ˈsɜː.veɪ
an examination of opinions, behaviour, etc., made by asking people questions."
survival (noun),"səˈvaɪ.vəl
the fact of a person, organization, etc. continuing to live or exist."
survive (verb),"səˈvaɪv
to continue to live or exist, especially after coming close to dying or being destroyed or after being in a difficult or threatening situation."
survivor (noun),"səˈvaɪ.vər
a person who continues to live, despite nearly dying."
suspect (verb),"səˈspekt
to think or believe something to be true or probable."
suspect (noun),"ˈsʌs.pekt
a person believed to have committed a crime or done something wrong, or something believed to have caused something bad."
suspicion (noun),"səˈspɪʃ.ən
a belief or idea that something may be true."
suspicious (adjective),"səˈspɪʃ.əs
making you feel that something illegal is happening or that something is wrong."
swallow (verb),"ˈswɒl.əʊ
to cause food, drink, pills, etc. to move from your mouth into your stomach by using the muscles of your throat."
swear (verb),"sweər
to use words that are rude or offensive as a way of emphasizing what you mean or as a way of insulting someone or something."
sweep (verb),"swiːp
to clean something, especially a floor by using a brush to collect the dirt into one place from which it can be removed."
swing (verb),"swɪŋ
to move easily and without interruption backwards and forwards or from one side to the other, especially from a fixed point, or to cause something or someone to do this."
sword (noun),"sɔːd
a weapon with a long, sharp metal blade and a handle, used especially in the past."
symbol (noun),"ˈsɪm.bəl
a sign, shape, or object that is used to represent something else."
sympathetic (adjective),"ˌsɪm.pəˈθet.ɪk
used to describe someone who shows, especially by what they say, that they understand and care about someone else's suffering."
sympathy (noun),"ˈsɪm.pə.θi
(an expression of) understanding and care for someone else's suffering."
symptom (noun),"ˈsɪmp.təm
any feeling of illness or physical or mental change that is caused by a particular disease."
tackle (verb),"ˈtæk.əl
to try to deal with something or someone."
tail (noun),"teɪl
a part of an animal's body, sticking out from the base of the back, or something similar in shape or position."
tale (noun),"teɪl
a story, especially one that might be invented or difficult to believe."
tap (verb),"tæp
to hit something gently, and often repeatedly, especially making short, sharp noises."
target (noun),"ˈtɑː.ɡɪt
an object shot at during shooting practice, often a circle with a pattern of rings, or any object or place at which bullets, bombs, etc. are aimed."
task (noun),"tɑːsk
a piece of work to be done, especially one done regularly, unwillingly, or with difficulty."
technical (adjective),"ˈtek.nɪ.kəl
relating to the knowledge, machines, or methods used in science and industry."
technological (adjective),"ˌtek.nəˈlɒdʒ.ɪ.kəl
relating to, or involving, technology."
temporarily (adverb),"tem.pəˈr.er.əl.i
in a way that does not last for long or for ever."
tend (verb),"tend
to be likely to behave in a particular way or have a particular characteristic."
tension (noun),"ˈten.ʃən
a feeling of nervousness before an important or difficult event."
terminal (noun),"ˈtɜː.mɪ.nəl
the area or building at a station, airport, or port that is used by passengers leaving or arriving by train, aircraft, or ship."
terribly (adverb),"ˈter.ə.bli
very badly."
terrify (verb),"ˈter.ə.faɪ
to frighten someone very much."
territory (noun),"ˈter.ɪ.tər.i
(an area of) land, or sometimes sea, that is considered as belonging to or connected with a particular country or person."
terror (noun),"ˈter.ər
extreme fear."
terrorism (noun),"ˈter.ər.ɪ.zəm
(threats of) violent action for political purposes."
terrorist (noun),"ˈter.ə.rɪst
someone who uses violent action, or threats of violent action, for political purposes."
test (verb),"test
to do something in order to discover if something is safe, works correctly, etc., or if something is present."
thanks (noun),"θæŋks
words or actions that show you are grateful or pleased about something."
that (adverb),"ðæt
as much as suggested."
theft (noun),"θeft
(the act of) dishonestly taking something that belongs to someone else and keeping it."
theme (noun),"θiːm
the main subject of a talk, book, film, etc.."
theory (noun),"ˈθɪə.ri
a formal statement of the rules on which a subject of study is based or of ideas that are suggested to explain a fact or event or, more generally, an opinion or explanation."
therapy (noun),"ˈθer.ə.pi
a treatment that helps someone feel better, grow stronger, etc., especially after an illness."
thesis (noun),"ˈθiː.sɪs
a long piece of writing on a particular subject, especially one that is done for a higher college or university degree."
third (noun),"θɜːd
one of three equal parts of something."
thorough (adjective),"ˈθʌr.ə
detailed and careful."
thoroughly (adverb),"ˈθʌr.ə.li
completely, very much."
though (adverb),"ðəʊ
despite this."
thoughtful (adjective),"ˈθɔːt.fəl
carefully considering things."
threat (noun),"θret
a suggestion that something unpleasant or violent will happen, especially if a particular action or order is not followed."
threaten (verb),"ˈθret.ən
to tell someone that you will kill or hurt them or cause problems if they do not do what you want."
thrilled (adjective),"θrɪld
extremely happy about something."
throughout (preposition),"θruːˈaʊt
in every part, or during the whole period of time."
tide (noun),"taɪd
the rise and fall of the sea that happens twice every day."
tight (adjective),"taɪt
(held or kept together) firmly or closely."
tighten (verb),"ˈtaɪ.tən
to become tighter or to make something become tighter, firmer, or less easy to move."
timing (noun),"ˈtaɪ.mɪŋ
the time when something happens."
tolerate (verb),"ˈtɒl.ər.eɪt
to accept behaviour and beliefs that are different from your own, although you might not agree with or approve of them."
ton (noun),"tʌn
a unit of weight equal to 1,000 kilograms."
tone (noun),"təʊn
a quality in the voice that expresses the speaker's feelings or thoughts, often towards the person being spoken to."
tough (adjective),"tʌf
strong; not easily broken or made weaker."
toxic (adjective),"ˈtɒk.sɪk
poisonous."
trace (noun),"treɪs
a sign that something has happened or existed."
trade (verb),"treɪd
to buy and sell goods or services, especially between countries."
tradition (noun),"trəˈdɪʃ.ən
a belief, principle, or way of acting that people in a particular society or group have continued to follow for a long time, or all of these beliefs, etc. in a particular society or group."
tragedy (noun),"ˈtrædʒ.ə.di
a very sad event or situation, especially one involving death or suffering."
tragic (adjective),"ˈtrædʒ.ɪk
very sad, often involving death and suffering."
trail (noun),"treɪl
a path through a countryside, mountain, or forest area, often made or used for a particular purpose."
transfer (noun),"ˈtræns.fɜːr
the movement of something or someone from one place, position, etc. to another."
transform (verb),"trænsˈfɔːm
to change completely the appearance or character of something or someone, especially so that that thing or person is improved."
transparent (adjective),"trænˈspær.ənt
If a substance or object is transparent, you can see through it very clearly."
transport (verb),"trænˈspɔːt
to take goods or people from one place to another."
transport (noun),"ˈtræn.spɔːt
the movement of people or goods from one place to another."
transportation (noun),"ˌtræn.spɔːˈteɪ.ʃən
the movement of people or goods from one place to another."
trap (noun),"træp
a device or hole for catching animals or people and preventing their escape."
treasure (noun),"ˈtreʒ.ər
very valuable things, usually in the form of a store of precious metals, precious stones, or money."
treat (verb),"triːt
to behave towards someone or deal with something in a particular way."
treatment (noun),"ˈtriːt.mənt
the way you deal with or behave towards someone or something."
tremendous (adjective),"trɪˈmen.dəs
very great in amount or level, or extremely good."
trial (noun),"traɪəl
the hearing of statements and showing of objects, etc. in a law court to judge if a person is guilty of a crime or to decide a case or a legal matter."
tribe (noun),"traɪb
a group of people, often of related families, who live together, sharing the same language, culture, and history, especially those who do not live in towns or cities."
trick (verb),"trɪk
to deceive someone, often as a part of a plan."
trip (verb),"trɪp
to lose your balance after knocking your foot against something when you are walking or running, or to cause someone to do this."
trophy (noun),"ˈtrəʊ.fi
a prize, such as a gold or silver cup, that is given to the winner of a competition or race, and often returned after a year to be given to the winner of the competition in the following year."
tropical (adjective),"ˈtrɒp.ɪ.kəl
from or relating to the area between the two tropics."
truly (adverb),"ˈtruː.li
used to emphasize that what you are saying is true."
trust (noun),"trʌst
the belief that you can trust someone or something."
truth (noun),"truːθ
the quality of being true."
try (noun),"traɪ
an attempt to do something."
tube (noun),"tʃuːb
a long cylinder made from plastic, metal, rubber, or glass, especially used for moving or containing liquids or gases."
turn (verb),"tɜːn
to (cause to) move in a circle around a fixed point or line."
typically (adverb),"ˈtɪp.ɪ.kəl.i
in a way that shows all the characteristics that you would expect from the stated person, thing, or group."
ultimate (adjective),"ˈʌl.tɪ.mət
most extreme or important because either the original or final, or the best or worst."
unacceptable (adjective),"ˌʌn.əkˈsep.tə.bəl
too bad to be accepted, approved of, or allowed to continue."
unconscious (adjective),"ʌnˈkɒn.ʃəs
in the state of not being awake and not aware of things around you, especially as the result of a head injury."
underground (adjective),"ˌʌn.dəˈɡraʊnd
below the surface of the earth; below ground."
understanding (adjective),"ˌʌn.dəˈstæn.dɪŋ
An understanding person who has the ability to know how other people are feeling, and can forgive them if they do something wrong."
understanding (noun),"ˌʌn.dəˈstæn.dɪŋ
knowledge about a subject, situation, etc. or about how something works."
undoubtedly (adverb),"ʌnˈdaʊ.tɪd.li
used to emphasize that something is true."
unfortunate (adjective),"ʌnˈfɔː.tʃən.ət
unlucky or having bad effects."
union (noun),"ˈjuː.njən
the act or the state of being joined together."
unique (adjective),"juːˈniːk
being the only existing one of its type or, more generally, unusual, or special in some way."
united (adjective),"juːˈnaɪ.tɪd
joined together as a group."
universal (adjective),"ˌjuː.nɪˈvɜː.səl
existing everywhere or involving everyone."
unlike (preposition),"ʌnˈlaɪk
different from."
update (verb),"ʌpˈdeɪt
to make something more modern or suitable for use now by adding new information or changing its design."
update (noun),"ˈʌp.deɪt
an act of updating something or someone with new information."
upgrade (noun),"ˈʌp.ɡreɪd
a piece of software or equipment that improves the quality or usefulness of a computer or machine."
upgrade (verb),"ʌpˈɡreɪd
to improve the quality or usefulness of something, or change it for something newer or of a better standard."
upon (preposition),"əˈpɒn
on."
upset (verb),"ʌpˈset
to make someone worried, unhappy, or angry."
urban (adjective),"ˈɜː.bən
of or in a city or town."
valid (adjective),"ˈvæl.ɪd
based on truth or reason; able to be accepted."
vanish (verb),"ˈvæn.ɪʃ
to disappear or stop being present or existing, especially in a sudden, surprising way."
variation (noun),"ˌveə.riˈeɪ.ʃən
a change in amount or level."
varied (adjective),"ˈveə.rɪd
containing or changing between several different things or types."
vary (verb),"ˈveə.ri
If things of the same type vary, they are different from each other, and if you vary them, you cause them to be different from each other."
vast (adjective),"vɑːst
extremely big."
venue (noun),"ˈven.juː
the place where a public event or meeting happens."
version (noun),"ˈvɜː.ʃən
a particular form of something that is slightly different from other forms of the same thing."
victim (noun),"ˈvɪk.tɪm
someone or something that has been hurt, damaged, or killed or has suffered, either because of the actions of someone or something else, or because of illness or chance."
victory (noun),"ˈvɪk.tər.i
an occasion when you win a game, competition, election, war, etc. or the fact that you have won."
viewer (noun),"ˈvjuː.ər
a person who watches something, especially television."
violence (noun),"ˈvaɪə.ləns
actions or words that are intended to hurt people."
violent (adjective),"ˈvaɪə.lənt
using force to hurt or attack."
virus (noun),"ˈvaɪə.rəs
an extremely small piece of organic material that causes disease in humans, animals, and plants."
visible (adjective),"ˈvɪz.ə.bəl
able to be seen."
vision (noun),"ˈvɪʒ.ən
an idea or mental image of something."
visual (adjective),"ˈvɪʒ.u.əl
relating to seeing."
vital (adjective),"ˈvaɪ.təl
necessary for the success or continued existence of something; extremely important."
